sequence,label
Anyone in 2023 ?,0
Is my favourite music,1
love this rich,1
My birthday is on21july!❤,1
"Ah, the nostalgia. The time when people roasted Justin Bieber everywhere except the fan girls lol",1
always love his music 💕,1
😅🤨🧐,0
It' July 2023 let' see how many legends are listening to this hit song,1
"No matter how many times listen to this, never get bored. July 2023 who' still listening to this masterpiece?",1
POV-Still obsessed with this song and specially with Justin Bieber 😍.,1
BALL CUT MAN IS BACK,1
Justin you are truly everyone' idol/inspirational person in the world and always will be,1
Bro sounds like girl literally 😂😅,1
1:14 can' get past the fact drake is here 💀,1
"Me as kid: this is soo good! : Me as teen: Ugh...cringe Me now as adult: miss this, take me back 😭",0
was not born when this happened 😅😅,0
Bro don’ even know because was born in 2015😅😅,1
Too bad we can no longer see the dislikes 😂,0
Pov: you from jake' live,1
Certified Hood Classic,1
"This is not baby by lil baby, dababy, and quality control",0
better than his new music lmao,1
<<3,1
Me just noticing that Drake is in this video,1
if jb re-records all of his old songs would go feral,0
Awesome,1
Let' see jully 11 how many people are listening with me 😅,1
"You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine",1
Masterpiece song ❤,1
Never gets old specially this song,1
this song is beautiful.... it gets me though hard times/,1
Well that girl wouldn’ of rejected him now 😅,1
Got boy from faf,1
.. Justin miss you,0
the good old days!!,1
Going through lot but you always come back to this to feel free,1
Wait is that drake Has,0
Me and my cousin!!,1
"It' July and this song is till listed like what, also this song is fire like baby baby ohh like baby baby noo 🔥",1
OOOOOAH $2,0
🔙,0
became 28 years old and still love this song,1
Bruh,1
Its June 2023 let us see who is listening,1
Is that drake,1
the way still watch this to this day,1
Oh yeah,1
Let' see who is still listening to this masterpiece in 2023 🔥🔥🔥🔥,1
I Am.legend july,1
👍,1
This was released when was 2 😂,0
❤🎉 Love 💕 You🤩😍😅😭 place. Love 💕 You place placell🎉 what Is rough movie 🍿🍿🍿 and we knees and we can and we can talk,1
"1:14 , is the leftmost guy drake?",1
Who thinks that this song is still hitting after almost 14 years hats off to this man bro literally Justin Bieber song are legendary!!! 😭❤️,1
Who is just listening to this master piece song 2023 july,1
WoooooooooooooooW🤨🤨🤨🤨,1
2010: teenage boy who makes music 2014: young adult still makes music 2023: married and still makes music to this day,1
like this ❤🎉,1
💜💜💜,1
this song is if cringe lankybox songs and hip hop had baby,0
Certified hood classic,1
Creative from young age 😊❤❤,1
That' true,1
Wow 10 saal kii umar me pyar By The Way superb song love it 😍💕😍💞💕,1
This song always reminds of my sister,1
Can' believe this song was released 13 years ago when Justin Bieber and was 13 years old 😅. He used to be my childhood crush ❤,1
0% medication. 0% insults. 0% fatigue. Only 100% happy people❤❤❤,1
Its july 2023 let us see how many legend are still listening to this song,1
"Today is July 10, 2023 and WE will see how many people around the globe still watching JB song...This Video been so much views like 3B plus? This Canadian born kid been quite now in YouTube and didn’ posted any videos for almost 7 months now..? wish he is alright and still healthy. GOD BLESS You Justine . 🙏😘😍🥰 Greetings from Alberta Canada 🇨🇦😘😍🥰",1
Why rap in this love even though rapping is still good Singing is kind of better in love,1
Teenager Justin was pretty good,1
"This suddenly became more popular than disliked, even after 2016",1
Lovely🫶🏻❤️,1
🇹🇭🇹🇭🇹🇭,0
Its 2023 still listening this ❤,1
It has been 10 years have been hearing this and its just getting better,1
Lovely song,1
love year song,1
It' July 2023 but iam still obsessed with this song 🥰,1
You really haven' heard this song until you have heard it on headphones flying down mountain bike trail in New Zealand rainforest while tripping balls on LSD 😂,1
It' july 2023 let' see how many legends are listening to this hit.,1
Sabko Ram Ram guys 🚩,1
Justin don' care if people hate you or not but just knew that love you 💗😌💗,1
My mind is telling me that only listen this song,1
"as like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",0
Nowadays people are hesitant to say that there was this song which was hit. will be always say it proudly that this song is the best in terms of global hit. Justin Bieber ❤,1
Oh ahahahahahahahahahahahahahhaahahhahahahahahahahqhqhqhqhqhqahhqhqhahahahahahahahaha,0
👍👍👍👍,1
nevermind its not that bad,1
goal : 3B views,1
Aurbyonna my sisters best friend my sister and me,1
LUDICRIS🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼,0
My life is good but thanks for help me on play ground ask bye forever😢,1
July 10th ❤,1
👌,1
why was this song randomly in my head ? 😭,0
How did anyone like this shit 😭😭,0
This year 2023 people can still hear this song when you are getting fun with your family.,1
Baby baby baby baby ohh baby baby baby baby ohh such no mine,0
Wattcha up to,1
Hey,1
Why does it have so many dislikes bro is forecing her to be his gf dang bro is too ugly,0
2023❤ Justin 😅,1
📱,0
Definitely filmed the last part in Japan.,1
love listening to this song it' the best,1
love that song you killed that love it okay good job want your name again forgot your name but like your song will send you so just now so yeah bye,1
Rodrick' version is wayy better,1
Broken figer,0
Soooooooooooooooooooooo gooddddd,1
Abea astept,1
2023 is here?,1
😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤❤❤❤😀😀😀😀😃😃😃 Justin bieber,1
"So my best friend has little sister and we went to downtown with our moms and we were downtown and we roll the windows down and we were blasting as loud as you can jamming out to this song. It’ just so fun this is the only song listen to from you, but it doesn’ hit.",1
Hey oh baby baby baby baby ohh,1
Nobody can beat arjit singh😅,1
🎉🎉🎉🎉🎉 july 10th 2023🎉🎉🎉❤,1
The fact that saw drake 😳,0
This video song is dedicated to Miss Lucy🙏🙏🙏,1
Hi Justin Bieber God said that you married me October 2003 when you was 9,1
Thank you Justin Bieber for marrying me Mr. And Mrs. Justin and Tonya Burnett Bieber,1
love this song🔥💕,1
🥰🥰🥰🥹🇧🇷,0
🎉🎉🎉🎉🎉🎉😊😊😊,1
It' July 2023 let' see how many legends are still listening to this outstanding piece of music.,1
love this song still listen to it,1
❤❤❤❤❤❤❤ like,1
Still listening this song @ 2023 since last 13 years. 😍😍,1
Let Us see how many people love justin...,1
There’ no way to explain it. You just had to be there. Time of our lives.,1
fried rice recipe,1
Ngl this is cringe when listen to it now,0
Ok July 2023 how many people are here,1
‏‪2:13‬‏,1
🇩🇿,0
?????????,0
❤2023 july 9❤ Still loving this song,1
We are just friends???,1
. . . 😮😮😮😮❤❤❤❤❤❤❤,1
"Hi Justin! This is Sumanth Solomon. writing to you from Hyderabad, India. Can' attend your concert in Bombay. It is too far off for me. How is your health problem? pray for your healing if you still have your health problem.",0
"Can' believe it' been over decade since this song came out. We were all just innocent babies back then. Well, except for Justin.",1
"When was 13,now this song is 13 years old.Time crashes",0
Wtf it has been 13 years and ’ still listening to this song it’ so good,1
Mein is song ko 10 saal phele suna tha,1
Tfzn,1
love this song❤,1
❤vely😉,1
almost 3bil,1
"It' July 2023, Which country or state are you listening to this classic song from... Love this song from New York and still banger to this day. 🔥",1
"""Pure brilliance captured in every note, this song is an absolute masterpiece! From the very first chord, it hooks you with its irresistible melody and sweeps you away on tidal wave of emotions. The lyrics are poetry in motion, painting vivid pictures in your mind and tugging at the strings of your heart. The vocal performance is nothing short of breathtaking, delivering every word with an intoxicating blend of vulnerability and power. The production is flawlessly executed, with each instrument shining in perfect harmony. It' timeless gem that will etch itself into your soul, leaving an indelible mark. This song is testament to the power of music, reminding us of the profound impact it can have on our lives. Prepare to be captivated, uplifted, and forever changed by its sheer brilliance!""",1
Still hits even in 2023!!!,1
can see for you guys! Edit for😊❤,1
Unironically: good song,1
Me watching nth time ...only for that WHITE - girl in GROUP❤( any one know her NAME ? )🤔💖🧐,1
"No matter what how old are you, matter is you can' think English song without justin bieber baby",1
1:15 was that drake ??? Wtf,0
"If was the girl would say yes he has shaggy hair ’ mean that’ like 1,000 Robux and bro has optimist face bro that’ 139,999 Robux💀",1
listen this in2023,1
Hating justin Bieber was cool thing back in the day,0
Who here is listing in 2023 to this absolute masterpiece 🗿,1
What song 😚😍🔥🥵,1
CHILLLLLLL,0
The first crush we never forget,1
This is one of the barest songs,0
Perfect.,1
listened to this when was 2 years old in 2011,1
look at that hair cut,1
"""9 July 2023 Let Us see how many legends are listening to this masterpiece. By far one of the most popular songs ever even after 13 year'.""",1
Wow came long way it’ 2023 and still listening!!!,1
We definitely where to hard on him this weirdly hits,0
😢🎉,0
Baby baby baby ohhhhhhh,1
He loves your stones are play everyday❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤,1
😍😍😍😍😍😍😍😍😍😍😍😍😍😁😁😂😂😂😂😂😂😂😂😂😂😂,1
"thought back then that it would be endless, youth and that movement.",1
How old are you 🤔,0
Bro hope you we can both like sing together am number one fan and also can oh-ho my know you love me know you care so shout whenever and will be there you are my love you are my heart and will never never ever be apart are we in items go complain but just friends with are you saying there' another look right in my eyes,1
"Omg , remember was in middle school seeing this , was so young , now am 24",1
Nostalgia 🪄✨,1
came here to check dislike button but found 👎😂,0
This song was realase 2010 before my birthyear and it' so nostalgic proof time flies,1
Baby,1
someone in 2023???❤❤❤❤❤,1
He must be big fan of Michael Jackson....👀,1
"This song came out along time ago, but love listening to it ❤",1
drake????😭😭,0
It' been 13 years but it is still my favourite song.....,1
Babay,1
"Back in the day, we boys hated this kid. He stole all our girlfriends, crush girls, neighbour girls, school girls, tuition girls, our young cute teachers, and damn our own sisters too! We did not want to listen any girls talking his name. Now, we are married and listening to wife. Damn we are old folks!",0
"It is now july 2023, still watching this? me too.",1
3 billion views soon ❤,1
My best singer Justin Bieber 😊from Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
💛,1
My favourite song,1
What beautiful voice had (and has now as man) Justin... This Song made US so happy😊😊😊,1
Voice like girls but better then BTS.,1
Bro had rizz,1
When was kid this is just song but 2023 when realising,0
First time saw Justin and this said he' going to be superstar one day and that one day is going to come very very quick,1
Fev song 💖💖💋💋💋,1
So cute!!!!,1
never get tired of listening to this song from soomaaliland,1
remember actually liking this song when was younger,1
This video has 2.9b,1
love you songs,1
😊😊😊😊😊,1
💞💞💞,1
💗💗,1
💖💖,1
Masterpiece,1
know love you ❤,1
Aaj Kon comment check kra hai like kro 😅 jo Bhi song mxt hai,0
its july 8 am still listning this master peace,1
Please like so remind,1
Playing this when the homies aren' available 🤌🏻♥️,1
hi guys this is my favorite song 3:11,1
This is my favorite song of Justin Bieber 🇧🇩🇧🇩🇧🇩,1
love you so cute song handsome boy,1
8/07/23,1
``8 july 2023 let’ see how many legends are listening to this masterpiece.by far one of the most popular songs even after 13 year’ ago,1
"It' June 2023, let' see how many legends still listening this masterpiece...",1
@icycol said that this is most hated song on universe,0
July 2023 still ' listening... Any of you???,0
Still punk,0
🇮🇩,0
You go boy,1
DEAR DARLING YOU REALY BROKE MY HEART.,1
This is when Justin cannot pup straightly,0
In July 2023 Who many members listen to this song,1
It' July 2023 yet here again ✨✨✨.....,0
2:02 Drake the type of guy to watch 13 year old boy,0
2024 or 2025?,0
This is the 4th most disliked vid on youtube. HOW????????,0
How many kids are watching their moms in this video,1
Now,1
rizz fr fr,1
This Song will never get old....!,1
brings me good memories,1
"This song still makes me feel butterflies in my stomach, the famous butterflies",1
"It’ July 2023, let’ see how many legends are still listening 👍🔥🔥",1
Woooow,1
.,1
My sister is 27 she grew up listening to Justin Bieber songs. And she still listens to this one.,1
Sexbogar,1
Listening to this because me my first boyfriend just broke up 💪😔,0
' now 32,1
"Dayum, 4 million comments on this song. Such long time ago this song was made.",1
￼,1
Click the like. This is 2023. Let' show love to Justin Bieber,1
All can think about is that one scene from diary of wimpy kid,0
Me In 2023 just now noticing that drake is in the video,1
Drake was in here,1
was not even born yet in 2010,0
This shit gay fr,0
Who is still listening to this masterpiece? 👇,1
The fact that the people in the comments are worshiping this,1
😮,0
This waterpline❤😅,1
This song is my childhood favourite song,1
This kid has kid now. That' how opd we are,1
Nando,1
"Wait minutes, there’ drake cameo! 😮",1
This era of JB 😭❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1
Yeah this is my fav song,1
It' July 2023 still craving for this masterpiece ❤,1
Emotion Relation Song,1
"don’ care how cringe the lyrics are, because this song is an emotion. beginning of REAL BIG THING. This is phenomenal 💜",1
"was like 12 years old back then when this song was hit, used to hate this song so much and hate JB so much, now i am 25 years old almost 26 and listen to this, and its actually really good, its romantic song with good rythm and lyrics. How time flies! :",1
Cool,1
2:18,1
You have too many dislikes,0
coming back every like!,1
2010 When Spain ruled the world by the tiki taka football When there have pep guardila at barcelona and messi become football stars along with cristianol ronaldo When there still have shakira and young justin bieber,1
WOW need robux because have no Robux,1
This song is almost 14 years old and is still played by many people,1
It' July 2023,1
23 million likes and 15 million dislikes.,0
The most beautiful and wonderful song heard in my life ❤❤,1
"Its July 2023, let' see how many legends still listening this masterpiece... 🔥",1
Still masterpiece~,1
2023 Anyone...?😂❤,1
Song 👍👍🎶🎶🎶🎶🎶🎤🎤 😍 BTS 👆song your love ok,1
' glad because this song is still famous,1
Its july 2023. But still listening..,1
It' August 2023...When was thirteen got my 1st love...🎉,1
2023 still hear this song,1
Shit this to be honest,0
Like you 🎵❤❤❤,1
Bro was little and he could sing,1
Ewwwwwwwwwwww🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤢,0
"He was already so successful so young, it' amazing",1
from 2013 fan of the song,1
Play again in 2023 🫶🏻,1
Justin got married....so thought why not me.....BOOM 💥 have curly daughter now🎉,1
Its July 2023 and how many legends are listening to this masterpiece 😊,1
this song is fire,1
This is certified hood classic,1
This song will never get old even though it’ been 13 years,1
2023 :) Love thisss ♥️ - Belieber ♥️,1
July 2023 ❤️,1
July 2023,1
.,1
i am the only one who is watching leet hungary?,0
I Am never getting bored of this 😂,1
"Its july 2023 ,, who still listening?",0
Justin was so cute🥺🥺🥺,1
Selina should have stayed with Justin they are so cute together 🤩,0
Yo this song is fire,1
"It' July 2023 ,for only legend",1
justin am sorry your proper no one excepted,0
"It' 2023 ,still listening",1
Wow! Almost 3 billion views!? That' actually kind insane 😅,1
' going to be 15 soon but this song never changed it always the same in my heart,1
Who' watching in 2023?,0
It' July 2023 iss anyone is there like me who iss listening 👂 to this masterpiece ❤❤❤❤,1
2:10,1
7 July 2023🫡,1
love you justin ... always listening your misic every day .... 🇲🇨,1
Bro got no rizz💀💀💀,0
This song is best and never old and is old 13 year best song♥️♥️♥️♥️♥️♥️,1
first person to see this comment needs to see therapist for listening to this song,0
11033,0
"Goodness Justin, 2B views, this song is like legend",1
this came out the same year was born…,1
here before 3 billion😐,1
No hate but wth was this? 😭 1:16,0
It' July 2023 ... Let' see how many people still can' move on from this masterpiece,1
Put it on 1.5x speed and watch it,1
Justin hammer,1
"am actually Justin from the future, changed my name to keep suspicion low. Like and comment if you are time traveling celebrity too. Shout out to tom Holland, hes still cool at age 65.",1
And this still has less dislikes than YouTube Rewind 2018.,0
Cr7,0
2023??👋❤️‍🔥👍,1
2023>>>,1
the way first heard this song and thought it was girl singing it since didn' know who justin bieber was,1
"Congratulations! 🎊 You have been crowned the: ""The Longest Time As The Most Disliked Video"" And ""First Video To Get 1M Dislikes"" Awards!",0
love this song so much 😊,1
That Is what started the Downfall of music,0
"Why so many dislikes, harsh",0
love this ' froom Morocco,1
Can' believe ' still listening to this masterpiece,1
JULY2023❤🎧,1
Ohh.....But this song will remain in hearrt forever🫀🫀❣️,1
"Time Flies, This Masterpiece Came Out 13 Years Ago, Now He’ Married",1
Bro whenever hear this remember piers nivans from resident evil 6,0
Still my favorite,1
like this song 🎵 ❤every time listen 🎶,1
Very nice boy 💖💖💖,1
✋✋ it' me ❤❤,1
Still my favourite song 🎵 ❤ 6 Jul 2023❤,1
"It' July 2023, let' see how many legends still listening and enjoying this masterpiece.....❤🔥",1
6/7/2023,1
feel bad for his first love now,0
still wathing in 2023.!!🖤🖤,1
☸️✡️✝️☪️,1
Nice 👍,1
its July 2023 Let Us see how many legends are still listening to this masterpeice 🔥🔥,1
😢 make me cry 😭,0
Waaaaaaaaaaoooooooooooooooooo9❤❤❤❤❤❤❤❤❤❤❤❤❤,1
like your music so much wish can meet you in person Justin Bieber,1
Wth wasn’ even born 13 years ago wth,0
know this is good,1
"Can' jam, too much incentive",0
"Its July 2023,let' see how many legends are listening to this masterpiece 🎉",1
"How many are you living in 2023,and still listening to this song ??🌔",1
Jully 2023 🎉,1
2023🎉👌🗿,1
2024 anyone?,1
The best song in the world,1
"Oh, oh🌟🫂",0
Classic 💪🫡💯💯,1
My child hood crush 😊😊,1
love this song ❤❤❤,1
How did this song get so much hate Bruhhh!,0
Wow❤,1
Best song ever listend to ❤❤❤,1
13th years ago when this song hit the whole world..still young,1
Pieces,1
Justin Bieber you are my favourite artist and ’ big fan your music 😊,1
Damn remember this song 🎵🎵🎵,1
July,1
July 2023! Baby Baby Baby Ohhh!,1
Assalamu'alaikum ga jwb dosa,1
"this song sucked balls when it came out and it still does. sure he has made few decent songs since... but if you were jammimg this song on its release you were either under the age of 12, teacher or parents that could not escape it... or enjoy also jamming baby shark. Most annoying rubbish",0
01:13 Drake💥,0
0:31,1
*July 2023?*,0
Ohh baby baby ohh oh baby baby baby ohhh,1
this song is so good,1
Is half of his face still parellized,0
wow 2.9b views,1
Ilove the songs so much,1
LUDACRIS WAS IN THIS????,0
July 2023 now boy Who’ still in?,1
will never forget this song,1
"🎉,tc",1
No one would ever though if this guy become an normal adult with wife,1
Ooooo,1
aaaaaaaaaaaaaaaaaaaaaa,1
no amor,0
"Time will pass, we will get older, but this song will remain in our heart forever.",1
Who is listening this master piece in 2k23?,1
My favirutsong justtinbeber,1
poooo man guess girls guess,0
this is this dauther,0
love you,1
"Yo sing very beautifully ,that why you re very good at music and sports.",1
love your music Justin Bieber😍,1
July 2023 still banging,1
Little Justin love from India👍💐☺️☺️,1
Bts is better 😂,1
When legends meet ❤️😄,1
love this song baby,1
really cool,1
Hello from July 2023,1
You resemble Prince William,1
13 years ago justin bieber was really “ baby ” 🤣,1
"GOAT JB, FCKING GOAT THIS KID SO TALENTED BACK IN THE DAYS",1
love this song so much my fav childhood song,1
he looks like he' 16,1
This song is still banger,1
How many dislikes does this video have now?,0
This reminds me about my teenage time 😢😢those old days,0
childhood song,1
It' good,1
Nigga,0
🎉❤😂😂😊,1
God song jastin,1
Old Is Gold.,1
This is horrible,0
the best😍😀😘,1
"It' July 2023, let' see how many legends are listening to this masterpiece ❤",1
am listening ❤,1
🤩🤩🤩🤩🤩,0
"ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",1
Do you know why keep listening to your old songs? because your voice was amazing and is amazing❤❤❤,1
my favorite song❤💛💚💙💜🖤💕,1
Nelson called Anirudh as Justin Biber 😂,0
5/7/23,1
' big fans😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆,1
Who what in Jully 2023,1
Legend are watching in 2024,1
😍,1
Did anyone else notice on 2:02,0
ALGUÉM THEM 2023 ? ✍💫,1
have same story ❤😂😂😊😊,1
1:13 didn' know drake was in this song😳,0
mean Ludacris,0
Lunatics nearly choked justin,0
Justin bieber is best singer ❤❤❤,1
3:39 is the best part,1
are we item? girl quit playin lol,0
This song the best,1
2023 anyone listening to this Music?,1
JB2K99,1
That song reminds me of my boyfriend,1
love that song it' good song,1
Beautiful music ❤🎶,1
Baby baby baby noooo,1
Girl quit playin,0
Fr,1
No one,0
jast love this song ❤,1
It reminds when we used listen this song in nokia 6600.,1
Jesus Christ Amen JCLD ojcwinCA Aaa osmca Aaa JCLD osmca ❤❤❤️,1
July 2023good how are you guys have fun with you guys having been playing some song by The good day of the picture 🎉,1
When this song was published was like 2 years old 😳,0
So good,1
Anyone in july 2023 please like ❤😊,1
1:13 is that drake?,1
Omg love this song,1
My biggest flex :- never hate justin ❤,1
"Legend says his ""baby"" left him for richer man with better hair than that right after the song was released",1
YouTube premik shrt video 😊😊😊😊😊😊😊😊😊😊😊,1
Why are you guys still here?,0
😊😊😊hi,1
Bieber....❤💥,1
Reminiscing those golden days of my past,1
The beaver!!!!!!!!!,1
Back again in 2023,1
this song made me end up in mental hospital from how disappointed am to be on the same plane of existance as it. its bop though,0
It' August 2023 let' see how many legends are listening to this hit.,1
2023🎉🎉🎉🎉🎉,1
Vn,1
Anyone from 2023?,1
💣,0
why does this song get so many views!!!,0
July 2k23 anyone here with me ✌️♥️,1
This song is almost 14 years old and still hits,1
its been 13 years that' how old we are,0
let us see how many Legends watching this master piece Right Now👇🏻,1
It' july 2023.how many people to hear the song !!,1
always play this song for girlfriend name cindy,1
July 2023...?,0
2023 here?,1
Why there aren' popular text,0
"Looking at his innocent face takes me way back to 2012 when he released ""As Long As You Love Me"", Justin was just vibe, wish he never grew older😮😮💕💕💕💕",1
Oh baby Ho baby Ho baby no baby Ho,1
Baby baby baby baby baby,1
love you this song video,1
"Best song video, my favorite song, love you this song video,best song video",1
July 2023❤ love from India to JB ❤,1
Just wow💝,1
' old frr 💀,1
Full sopport Justine beber👍❤️💯,1
After jailer single promo,0
baby baby baby oh like baby baby baby,1
"4 July,2023",1
"No baby is for you in your life,😂😂😂 stay single,save your life 😂😂😂",0
Memes.,1
