sequence,hf_prediction,hf_predicted_score
Listening to this just remember of Rodrick singing this 💀,1,0.9656626582145691
😉,1,0.9522780776023865
no no🤦🤦,0,0.9943121075630188
you guys are not just friends 🤦,0,0.9651117324829102
your just friends,1,0.9072065353393555
"feel bad saying this, but the whole song was waiting for his part.. meaning thought it was girl singing",0,0.9868396520614624
Hug him for the rest and he 6AM will go and go and see what happens next to him in hurry,1,0.882143497467041
This is certified good classic.,1,0.9962288737297058
My sister was singing to it,1,0.7865468859672546
Never get old 🍇,1,0.997482419013977
still like this song.the 1st Justin Bieber song listened to.very catchy.,1,0.9966263771057129
OMG...CAN IMAGINE AM HERE AFTER ROCK BRAZIL 2022😭😭😭😭 JUST LOVE YOU JUSTIN,0,0.7476589679718018
Love it 🇩🇿🇩🇿🇩🇿✌️✌️👅,1,0.9987800121307373
After 3 years again listening this song,1,0.5063421726226807
Waiting for 3 Billion 🥰🥰,0,0.9945687651634216
Bro why did YouTube removed dislike count 😂😂,0,0.9757935404777527
07/09/2022/wednesday❤️,1,0.9949076175689697
🇧🇷🤧,0,0.8839287161827087
"it' really good now because it reminds us of times when Baby by JB is the most annoying thing there is, and not 5 waves of pandemics in row.",1,0.9915038347244263
Looks like we are getting older but this song will never get old,1,0.9356526136398315
baby baby baby!,1,0.9890459179878235
aaaaaaaa,0,0.9291219711303711
From 2022,1,0.6086423993110657
2022 🤍,0,0.9860274791717529
Any tamil fans 🔥,0,0.8991866707801819
fun fact:everyone started justin bieber bwcause free fire collab with him,1,0.8211681842803955
loved this so long ago bur now do not like it that much anymore 😐,0,0.989794909954071
"Whoever' reading this, pray that whatever you are going through gets better and whatever you are struggling with or worrying about is going to be fine and that everyone has fantastic day! Amen",1,0.8176604509353638
How many are watching in 2022,1,0.5506172776222229
Now Justin Bieber is married🙂,1,0.9691796898841858
Number 1 👏,1,0.9890289306640625
These very op video miss you,0,0.9602809548377991
"Use to hate this, now it reminds me of my chilhood 😂",0,0.9708868861198425
😂😂😂😂😂😂the moon walk 😂😂😂🤣🤣🤣,1,0.9031094312667847
Anyone listening 2021?,0,0.8132896423339844
Zahid phalgam love❤❤,1,0.9973825216293335
Listening it in September 2022🤧💓,1,0.9045668244361877
😈🔪,0,0.988648533821106
good memories love these songs so much ❤️🥰 every time hear it get chills 🤪,1,0.996751070022583
Can we talk about Justin Bieber' beauty?!,1,0.8943387269973755
He is beautiful than girl.,1,0.9883435368537903
"can’ believe had that haircut for like 14 years…’ 15 now💀 of course changed it, such goofy ahh cut",0,0.9277721643447876
Excellent,1,0.9979219436645508
colabed with free fire max,1,0.8017555475234985
The best music,1,0.9921178221702576
This is so fucking shit. hate this song to pieces. And before anyone says ‘why you here then’; ’ here so can just comment how fucking shit this song is.,0,0.9975621700286865
"Message to future generation~don' let this song die dude,because this is masterpiece of my life❤",1,0.9942838549613953
' Really be like this😭 need little justin in my home❤ have never been before love him mostly till was 16 now i am in high school i am here after watch live rio in rock brazil and again say only baby baby baby move like😭😭and tears out#justinbieber #belieber❤🤗,0,0.9648308157920837
1:15 Is drake?,0,0.7088043093681335
What Fuck is Justin Bieber - Ozzy Osborne heheh,0,0.9143714308738708
It' 2022 but still favourite song of everyone. can' stop myself listening. will listen it forever.,1,0.9792388677597046
the first time heard this thought it was sung by girl,1,0.631957471370697
Don' worry... there are many listening this masterpiece in September 2022..,1,0.969244658946991
VIP song,1,0.9026588201522827
' here again,0,0.5463350415229797
🇧🇷❤️🇧🇷❤️🇧🇷❤️🇧🇷❤️🇧🇷❤️🇧🇷,1,0.9986358284950256
Not having enough words to explain how much love and admire you ❤️❤️,1,0.9939863085746765
Evergreen song,1,0.9574856758117676
Rock in rio 2022?,1,0.8703725337982178
2022 🤚🏽,1,0.9247601628303528
2022 september here am,0,0.503710925579071
Enjoy song with mojito online,1,0.9835734963417053
Yo is that drake???,0,0.7498563528060913
Start crying was telling the truth,0,0.9556053876876831
baby.,1,0.5695925951004028
𝓝𝓲𝓬𝓮 𝓼𝓸𝓷𝓱,0,0.5555905699729919
Onida free fire. 3v3. 😱😱😱😱,0,0.8454878926277161
My gf likes more then me,1,0.700238049030304
heard this song 8 years back and am still loving this song,1,0.9965042471885681
Just Loving,1,0.9950710535049438
Justin Bieber Very Very Very Handsome,1,0.9932588934898376
1:14 my man,1,0.9763692021369934
Anyone who hates on this song just hates their life.,0,0.7082222700119019
"can we believe 12 years have passed ? my god, am double of the age was when ""baby"" was released. good times, miss it. We were so young, Justin was so young look at his baby face 😂 so many things he been through, so many things we all been through... came back here and ' just speechless",1,0.5005736947059631
what year was it,0,0.5527693033218384
💙💚💛,1,0.9977518320083618
💛💚💙,1,0.9976482391357422
😚😚😚😘😘😘😘🇧🇷🇧🇷🇧🇷🇧🇷,1,0.9767096638679504
🤩🤩🤩🤩🤩🤩🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0.7695386409759521
Who’ here to look at the dislikes but remembered youtube took that away😂,0,0.9855431914329529
my favorite justin bieber song,1,0.9851328730583191
like justin bear song.,1,0.7001322507858276
What' your name what' your name and how old are you because my name is Eva and ' ' 15 years old,1,0.5051878690719604
Niiiiice tooooof,1,0.997325599193573
Why am JUST noticing Drake was in this video??? LMAO,0,0.6907573342323303
#Bieber,1,0.8616279363632202
#Baby,1,0.8261858224868774
love you .biebs,1,0.9956108331680298
belieber heritage ‼️,1,0.9380178451538086
love your songs and,1,0.9962250590324402
He used to look like my uncle,0,0.5206074118614197
What has Justin turned into 😔,0,0.9961854815483093
Mds rock in Rio trouxe tanta nostalgia desse hino 🥰❤️❤️🥰🥰😍😍😍😍,1,0.9981657266616821
+ Ratio,1,0.9690027832984924
Why do like it though,1,0.9945833683013916
#RockInRio2022🤘💖,1,0.9893452525138855
They dance so goofy in 2x speed.,1,0.730861246585846
"Oh my God , he singed “baby “in rock in rio , loved 🥰",1,0.8664346933364868
Perhaps it is heart touching song in their own language but why many Bangladesh and other countries people like this songs though it has no lyrics,1,0.8834221959114075
Wow🤩😍 2022/9/5 ✅💚,1,0.9948607087135315
"what good nostalgia, after Rock in Rio! Justin you are part of my childhood, you are part of my adolescence and my new adult phase. love you so much it makes me want to cry. You make all the difference in the lives of thousands of people! wish you so much love and happiness. ' so happy to accompany you forever and see the great man you are. 🇧🇷👑",1,0.9965875148773193
😍😍😍😍😍😍😍👈🏻👈🏻👈🏻👈🏻,1,0.9975274801254272
have to come every day watch this video ♥️💯,1,0.9980682730674744
remember this being the most hated song ever and me lowkeyyy liking it back then and now ' seeing Justin live soon for the first time. Yooo that' crazy,0,0.680256724357605
22M LIKES!,1,0.9931967854499817
"Damn, actually forgot how young he was when this came out",0,0.8125772476196289
🇧🇷🌴,1,0.8261141777038574
Anyone 2022 :>,0,0.6047759056091309
One of the best song @Justin beiber🤍,1,0.9930362105369568
Get well soon,1,0.7829928398132324
adore this song the lyrics are beautiful,1,0.996940016746521
The best music Of the Justin,1,0.9877904057502747
Justin is love,1,0.9960370063781738
Cringe bro😝,0,0.9966976046562195
2023.💔💔💔,0,0.8083293437957764
Bangladesh ra koi,1,0.7185436487197876
now we can' tell how many dislikes there are.. what shame,0,0.9930868744850159
At that time was not even born omg he was so damn cute,1,0.9889878034591675
hes wearing oversized shoes,0,0.652999758720398
Still Love this song bruther❤️,1,0.9957837462425232
Imagine getting paralyzed 💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀,0,0.9230656027793884
Anyone listening in 2022 💜,1,0.9862051010131836
Camilla Vasquez>Meghan Marcle,1,0.7291129231452942
zawtunusavisa202459datepaidbestsingerprank2024just5millionlovesongsagreejehovashfriendszawtunsocialaffairtangolovepaid,1,0.9896042346954346
Seeing your olds friends and make new friends great song.,1,0.9871982336044312
am brazziliam justin,1,0.777484655380249
"is for justen, noth justin",0,0.8317387700080872
Roderick heffley did it better,0,0.6330477595329285
Aaaaaaaaaaah 😻😍,0,0.9875258803367615
What about drake💀,0,0.6401456594467163
My favorite song of Justin Bieber,1,0.9931303262710571
AMAMOS VC JUSTIN NO #ROCKNRIO,0,0.5474122762680054
2022🫀🔥,0,0.9790323972702026
so many people in this chat,1,0.7425863742828369
When see this vid be like kissing my crush,1,0.9949684739112854
"Drake was in the video , realized it now 😂",0,0.7876794338226318
The fact that drack is in this video,0,0.8797863721847534
If you are listening this song today you deserves respect.,1,0.7411459684371948
WTF THIS IS DES!!!!,0,0.9942079186439514
why tf am here???,0,0.9746536016464233
Criminal not musician,0,0.9861860275268555
Rock in Rio 2022 🇧🇷,1,0.9252377152442932
HOW DID THEY GET MANY LIKES DISLIKE NOW,0,0.9819793105125427
This song was released when was 18 and trust me this song was on another level. Can' believe ' 30 now not married and he is. don' want to grow old 🥺 💔,0,0.5570250749588013
This was 12 years ago and it' so good Please Justin hit 70M+,1,0.9967784285545349
love your song so much,1,0.9963908791542053
The all artists now married,1,0.8945002555847168
Justin in love in childhood enjoy life flavours become billionaire now And me 20yr old still single Have no money why god🥲💔,0,0.9879990816116333
😭😍😍😍,1,0.9323275089263916
05/09/2022,1,0.5048982501029968
When was younger would love his music but hide it but can’ anymore ’ beliber for life,0,0.8270538449287415
nice 👍👍👍👍👍,1,0.9981066584587097
Can you believe that he was 16 when he sang this song,1,0.6063551902770996
Baby ohh...☺️😁😁,0,0.9895233511924744
*2* **,0,0.9467988610267639
Is this sample of lady of soul from The temptations,1,0.8699541687965393
Hurry please ’ waiting at my moms house,1,0.6498523950576782
"Wow, this song is 12 years old, my age. loved 2010",1,0.9885151982307434
am Iraqi. want someone to teach me English. Miss Malti for correspondenceS_a_f_a_1_2,0,0.6778860688209534
' 18 at present and ' listening this song from 13 😃😃🤩,0,0.6674045324325562
Cannot forget,1,0.8044089674949646
Justin Bieber no #rockRio22,0,0.7989528775215149
Your song is awesome 😍,1,0.9977214932441711
What sends me that didn’ notice when was younger was that Drizzy Drake was in the mfing music video. Shit sends me in cackles.,1,0.8027730584144592
Still favourite from 2016🖤,1,0.9685108661651611
rock in rio 🔥,0,0.9938440322875977
😭😭😭😭,0,0.9953709840774536
will always love the biebs. classic,1,0.9961041808128357
12 years ago Justin Bieber looking so much Cute 😍😍 and this song never getting old. It' vibes is same as 12 years ago rather it' vibes increase day by day💥,1,0.9930724501609802
WE THE BEST MUSIC,1,0.9915698170661926
Baby Baby baby Baby baby ohh thought you always been mine.,1,0.950316846370697
Legend' watching this in 2022❤️❤️❤️❤️,1,0.9978691339492798
ETERNA LENDA.,1,0.5321992039680481
rir,0,0.6958010196685791
💞😕💞,1,0.9931893348693848
Rock in Rio 🇧🇷🇧🇷🇧🇷,1,0.944969892501831
ROCKINRIO 2022 ✅️,1,0.9861894845962524
This is great song,1,0.9970118999481201
12 years ago... and literally ' watching Justin singing Baby on Rock in Rio right now... awsome,1,0.9962825775146484
CANTOU NO ROCK IN RIO,0,0.9654669761657715
"The best song, Justin ❤️❤️❤️❤️🇧🇷",1,0.998129665851593
BABY NO ROCK IN RIO,0,0.95197993516922
baby no RIR agr,0,0.8581836223602295
Nice song ❤️,1,0.9979184865951538
Wow young justin,1,0.9377671480178833
This still the most disliked?,0,0.9942719340324402
2022 😍😍😍😍😍😍,1,0.9962011575698853
10 : 28 .. Monday 05/09/2022,0,0.5496541857719421
"still remember this was the MOST disliked video in youtube, or maybe it still is",0,0.995021402835846
i am so sorry justin but hate this song so much its cringe,0,0.9957638382911682
Adoro,1,0.8947054147720337
Slay,0,0.989754855632782
Listen again after 12 yrs...🧡🙃,0,0.9767292141914368
Who’ just ready comments from 12 years ago?,0,0.8379506468772888
"LYRICS Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",0,0.7451595664024353
This song is very nice,1,0.9968470931053162
What are you,0,0.5366073250770569
Me and my me and my friend have cutter you,0,0.7282436490058899
😭😭😭😭😭😭😭😭😭😭😭💚😭😭💚😭💚😭💚😭😭💚😭💚😭💚😭💚😭💚😭💚😭💚,0,0.5376924276351929
This video just gave you subscriber good job Justin beober,1,0.9968736171722412
classic,1,0.9749126434326172
Wow?,1,0.6578707695007324
JESUS IS KING,1,0.9804168343544006
JESUS LOVES YOU,1,0.9968963265419006
GOD IS GOOD,1,0.9947018623352051
ACEPET JESUS IN YOUR LIFE NOW TIME IS RUNNING OUT JESUS IS COMING SOON. REPENT OF ALL YOUR SINS. God bless you all!!!,1,0.947120189666748
came here because it was in Facebook history and still see people hateing on him everyday......at least hes made something of himself.,0,0.9869905114173889
Listening bcoz Justine Bieber comes (DELHI) IN INDIA IN 18 OCTOBER,1,0.6759579181671143
Wth my man Drake doin here,0,0.591745138168335
Who is still listening 4 September 2022,0,0.5356476902961731
love justin,1,0.9963626861572266
this song defined an entire generation,1,0.9110788702964783
How can people dislike this masterpiece of creativity love and dreams,1,0.9666957855224609
"2010, kind of miss it.",0,0.7149462699890137
4/9/22,0,0.5140626430511475
"was 8 years old when first heard this ""ll be 17 soon.....🚶🏻‍♀️",1,0.857131838798523
Honestly remember when had crush on Justin Bieber that was so funny oh my friends made fun of me for it so much and then heard this song and ’ like OMG want to marry Justin Bieber all my friends laughed,1,0.5184409618377686
Rock in Rio Brasil 🤟🏻🇧🇷🇧🇷,1,0.6075432896614075
Your voice is great despite the years that passed,1,0.9943478107452393
#JustinBieberNoRockInRio2022🥰🥰,0,0.9955939054489136
BABY BABY BABY OOOOOHHHHHHH,0,0.9527354836463928
2010 Justin ruled the whole music industry,1,0.6786642670631409
want go back to 2010,0,0.6042238473892212
liked very much,1,0.9972214698791504
4/9/2022,0,0.5008432269096375
will be talk later later mail love,1,0.98311448097229
Ray is tomorrow tomorrow morning,1,0.5230656266212463
will talk to talk tomorrow tomorrow,1,0.6717907786369324
will be sure tomorrow mail will be there will see mail you tomorrow mail will see tomorrow mail tomorrow love love and mail love you love mail you love you will mail mail later mail tomorrow mail love you mail,1,0.9949541091918945
Sonson,1,0.5840707421302795
West coast is going to go,1,0.5151231288909912
Ray you see you later tomorrow morning love mail tomorrow will see you later,1,0.9625203609466553
Ray is tomorrow night tomorrow morning will mail tomorrow morning love love mail love talk mail love you mail will see mail,1,0.9963867664337158
will talk tomorrow tomorrow mail tomorrow love mail love,1,0.9959483742713928
will be sure will be home tomorrow,1,0.8229061961174011
TI AMO❤❤❤❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰💙💙,1,0.9978375434875488
Amoooooo,1,0.9962460398674011
like this song 2022,1,0.9914201498031616
Oh my god,0,0.9551534056663513
Bieber love you,1,0.9966375827789307
Million Comments...,1,0.6318479776382446
Rock In Rio 🇧🇷,1,0.8956764340400696
Don' worry... There are many listening this masterpiece in September 2022..(2)💕🌼🌸🍁,1,0.9923337697982788
ATEMPORAL,0,0.771517276763916
Enik ee song ❤️🫶 any malayaleeesssssss,1,0.9967942237854004
Don' lie this song was banger lol,1,0.9950446486473083
Am the only one who listen this song first time in utube after 12 yrs of realising this song....😐😄 4-09-2022_😶,0,0.9807542562484741
"doubt they will be another teen sensation like justin bieber again. Firstly, because think celebrity culture is dying, mostly because of social media. Secondly, justin had really great songs and came out at the perfect time when MTV was still the main source of music.",0,0.9187479019165039
POV: your trying to find an English comment,0,0.5233955383300781
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,1,0.865013599395752
This song was used in my videos from when was 4-5 yrs old,1,0.8154230117797852
My big sister went to the concert,1,0.5758273005485535
’ still watching this in September 2022.. BECAUSE ITS GOOD,1,0.9975790977478027
Wow! Drake in the scene 1:21 🍾,1,0.9758275747299194
rock in rio day❤️,1,0.9977304339408875
september 2022 🖐🖐,0,0.6332564949989319
am listening In September 😂😂,0,0.6187878847122192
"This song deserves more than 10000 million views 😭, this is my fav song since 3 years 🥲",0,0.9758092164993286
Congratulations for 2bilion views,1,0.9929810762405396
My mom loves your music,1,0.9968541860580444
2800000000views 💪 so amazing.,1,0.9962170124053955
"Everyone talks about how iconic and nostalgic this song is, but can we talked about how Ludacris absolutely slayed this verse 2:13-2:43",1,0.6851164102554321
🙂,1,0.986513078212738
loved the song! In addition to the more that 12 years have passed since it was released,1,0.9965740442276001
12 years😪🥺,0,0.993489682674408
used to hate this song and now love it 💜,1,0.9912710785865784
Still invincible 💜💚,1,0.9979510307312012
"didn' know where the girl was and who sang, it seems to me the girl is the one who sings",1,0.5149868726730347
This is my favourite song in my life love it and like Justin Bieber 🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️🤗❤️,1,0.9974249005317688
"Imagine remembering Gangnam style then listening to Gentleman and then you end up here, don’ tell me it wasn’ the same for you!",0,0.5662522912025452
Rock In Rio 2022 ✨,1,0.9887170791625977
Bts vs jb,0,0.6794645190238953
want tuapc back not this bafoon,0,0.9890270233154297
Guys CAN YOU JUST DROP REPLY WHY DID YOU CAME IN 2022 TO LISTEN THIS SONG? WANT TO SEE WHAT REMINDED YOU ABOUT THIS SONG ✌️ peace,1,0.9821632504463196
Yep like me,1,0.9315325617790222
My best song forever 🥲🥰🥰,1,0.9880548119544983
' start listening songs from this song,1,0.8642735481262207
Nostalgic song ever,1,0.9921572208404541
want Marry Anit,1,0.9133511781692505
Anit nea kalliyanam kazhikanm odane,0,0.5941525101661682
love this song ❤❤❤❤,1,0.9980152249336243
hi 2022,1,0.7788175940513611
2022 we still on,1,0.7133496999740601
like si amas justino😍😍😍😍,1,0.9977328181266785
how love this song,1,0.994147777557373
",💥",0,0.990596354007721
They removed dislike botton just because this song.,0,0.9743169546127319
Love the song 😔💖💖💖,1,0.9787601828575134
FF,1,0.5666342377662659
Legend are 2022 watching ✌️,1,0.9973738789558411
love 🌹,1,0.9971573948860168
This is so amazing song op👍👍👍👍👍🤟🤟,1,0.9978436827659607
"Love him or hate him, he’ got pretty good voice.",1,0.7463627457618713
Fuck this song no awesomeness,0,0.9915606379508972
2 0 2 2 ?,0,0.861237645149231
YOU KNOW YOU LOVE,1,0.9963717460632324
' feeling nostalgic 🥺.This song reminds me of my ex-girlfriend'.. How beautiful the days were! Really!😔,0,0.8475082516670227
There Is video of me when was 3 singing this somewhere on the internet,1,0.806946873664856
' here again now is September 2022 you are best,1,0.9949983954429626
After free fire collab,1,0.817409336566925
You are not alone listening this song in 2022 !!!😅😂❣️,1,0.984317421913147
"In 2017 People were here to listen this masterpiece, In 2022 People are here to see the views 😂..🔥",0,0.9807254672050476
This music is the best,1,0.9960217475891113
bosta,1,0.575039267539978
12 year song on trend India ❣️ Love you justin 🥺your world perfect singer not compare other artist 🙏🙏,1,0.9983187913894653
This is meme,1,0.6394190788269043
3:39 XD,0,0.9577456712722778
2:06🥰🥰,0,0.9938337206840515
12 anos se passaram amor continua 12 years have passed and love continues,1,0.9936363101005554
Best Song.,1,0.993350625038147
As if bunch of 14 year olds could do full on professional brake dancing,0,0.9325959086418152
The song is good but did see Drake,1,0.965286910533905
Song still slaps after 12 years !!,1,0.9903222918510437
12 years ’ jus realizing drakes in this video lol,0,0.7936289310455322
Like 👍,1,0.9963215589523315
Why the song of the whites always has more views than the song of the blacks ?,0,0.8979364633560181
/,0,0.5271728038787842
Damn 12 years. Was in my cruzers listening to this with my late cousin ❤️😂💕,1,0.9916844367980957
pls didn' know Drake was in this video until now🤣🤣🤣🤣🤣🤣🤣🤣,0,0.9945815205574036
Justin Bieber is my only fan,1,0.9780508875846863
ag,1,0.514964759349823
lot of memories 💔,0,0.9748467206954956
"the ratio is now gone, its 22 to 14",0,0.7767826318740845
listen to the song every day and yeah love this song so much listen to this at school,1,0.9959622621536255
2.8B views! Awesome 🙂🙏,1,0.9972248077392578
Wallk Tok app,1,0.6720892786979675
go listen to NEFFEX,1,0.7097058892250061
This is first time seeing this after 12 years,0,0.5178713798522949
This guy is almost in his 30s we are getting old,0,0.9886079430580139
MRA gana chuno viii log,1,0.5460060834884644
2:02 drake?,0,0.6311225295066833
There should be new version of this song with Justin' present voice,1,0.6179504990577698
Do Not worry you not the only one listening to this in September 20222,1,0.9862249493598938
No fucking way that was my childhood 💀,0,0.975751519203186
The best songs in our Childhood time thanks jb for this masterpiece 🖤,1,0.9892213940620422
happy hour you for any files thanks,1,0.9938234686851501
Bru this was decade ago 💀😭,0,0.8665562272071838
Anyone here in 2022 September ? 😂,0,0.9531450271606445
miss those days,1,0.7383168935775757
☝🏻☝🏻❤️,1,0.9973041415214539
Now the whole song,1,0.5513732433319092
am leaving here comment for next generation🤭❤,1,0.9967049956321716
👳👽😘,1,0.9973461627960205
saw Drake @1:15 😊,1,0.9884753227233887
Watching in 2022 😂,0,0.9417621493339539
3 Sep 2022❤️,1,0.9969539046287537
Oh baby baby love this never stop listening to this can say this to my crush yabdiel ' only 8 love him using my moms account,1,0.9976975321769714
what is this,0,0.8762872219085693
burn this song in fire this song burns my ears and makes me want to @@ lampost,0,0.9951193332672119
There are less neurons in this man' brain than in mosquito with down syndrome,0,0.9338443279266357
Who is reading this comment in January 2040,0,0.6308406591415405
It came in my suggestion on 3-9-22 Seriously 😂😂😂,1,0.5911651849746704
Hi 2022👄,1,0.9881448745727539
2022 anybody?,0,0.6112997531890869
Justin Bieber is come in free fire 🔥 WÓW,0,0.9017156362533569
No way this is the song they played when it' my first ever birthday 💀,1,0.5445805788040161
3rd September 2022,1,0.544015109539032
Jus realized Drake’ in here,1,0.7594906687736511
Now am feeling old !! But still enjoy the song 😂,1,0.7289831638336182
You are one of my favorite singers ever,1,0.9966384172439575
Don' worry there are many other ones,1,0.9312065839767456
Omg just cannot stop listening this song its just stuck in my head love this song 💗💗💗💗💗💗💗💗💗❤❤❤❤❤❤❤❤❤❤,1,0.998394250869751
So how many of you are listening this song after so many years..😃 when you just remembered this song..😌,1,0.8215470910072327
This masterpiece is still in top trending worldwide,1,0.9910939931869507
He sounds so different-,0,0.7642455101013184
WYGRALA KONKURS COSPLAY,1,0.5738176703453064
"can' believe how far this song has come in over 12 years. It has 2.8 billion views on youtube, has 22 Million likes. Who knew that this would be possible 12 years ago.",1,0.9308068156242371
' the baby 👶,1,0.9502646923065186
was 9 when this came out. Its so weird it does not feel THAT long ago,1,0.6136285662651062
come here every day !!,1,0.9895153641700745
know this song from 2013 and didn' know it was Justin' song 🙃,0,0.9238386154174805
i am going to make funny video of this,1,0.8808741569519043
"deep MESSAGE BEHIND THE STORY AND VIDEO BIG FAN!!""!",1,0.9962314963340759
"Go bieber still gt funny feeling whenever hear this is ya,my ♥ still skips beat to this song lyrics.michelle",1,0.9925991892814636
So am not only the one ❤️❤️ September 2022,1,0.9969871044158936
What looser was vibing on this .. Props to Cole you matured me,1,0.9688082933425903
do not remember the video in such high quality,0,0.766880989074707
Sheesh Justin,0,0.9888726472854614
Best memory 😍😍,1,0.9983078241348267
Good 🥰🥰,1,0.9917504787445068
is so good at that is was song,1,0.9848983287811279
This song are not even that bad,1,0.9069586992263794
This sooooo cool justtin your the best 😃😃😃😃,1,0.9975571036338806
This song is still my favorite 🌹💖💞,1,0.9975355863571167
Insane,0,0.9857165217399597
Justin bieber is the type of guy to tell the cops his cocaine stash got stolen,0,0.8845996856689453
The best singer,1,0.9913411736488342
Hi Justin bieber.Wellcome to free fire.' your big fan😄😄,1,0.9847436547279358
Baby oh oh,0,0.9645867347717285
I Am from 2049,0,0.583954930305481
This song is only 4days younger than me.,1,0.6234287619590759
This kid is now in his late 20s/ early 30s,0,0.6039915680885315
was not born when this song was made,1,0.5088836550712585
people in 2010 still getting sturdy. 1:56,1,0.966806173324585
2022 🖤🍒,1,0.9948689937591553
2022 still listening🔥🔥,0,0.976351261138916
Baby baby baby like,1,0.9902743697166443
used to listen to this song when was 5 and my mom had to clip my toenails,1,0.6513543725013733
Ong,1,0.6130953431129456
Miss this Justine,0,0.9224447011947632
2022..,0,0.5045049786567688
why am hearing this song 10 times,0,0.9251618385314941
Don' lie. This song was fucking banger.,1,0.9953377842903137
love this song 🤩,1,0.9736292958259583
How many members listening in September 2022.........,0,0.6329160332679749
There’ reason this shit is the most disliked song on YouTube,0,0.9933145046234131
love this song 🎶:,1,0.9971867203712463
IS THA HAILEY,0,0.6660060882568359
was 2 years old when he made thus song but now i am 13 lol,0,0.6557497978210449
' leaving this comment here for the future generations.,1,0.6021702885627747
Me devil gaming,0,0.9541245698928833
"Whoever’ reading this, pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine andd that everyone has fantastic day! Amen",1,0.7922492027282715
"be bumping this daily, don' need no starbucks",1,0.9796159863471985
Bro ludacris seriously,0,0.7166644334793091
was few months old when this music video dropped. I Am 11 now in 6th grade.,0,0.5078182816505432
Guys think ’ve won life. So this boy named Sean in my class lowkey looks like Justin Beiber from 2010 and he stares at me during class. Now he’ trying to be my friend. AHHHH,1,0.5338661074638367
music boa,1,0.9132477641105652
Honestly before when was young thought this was cringe but now this is good classic song for me to listen to,1,0.9459803104400635
The fact that the newest comment is from 12 years later,0,0.7263523936271667
Bro what is drake Doing in this old ass video,0,0.9832807779312134
Who’ watching this on 2022,0,0.5168228149414062
The only guy who got hate for being good.,0,0.9714016914367676
2022 and this is my first time listening to this entire song. was 28 when this debuted and hated it. 🤣,0,0.9920099973678589
Still listening to this in 2022 !,1,0.8262326717376709
🇲🇦🇲🇦2022,0,0.6462082266807556
Nice song like it ❤️❤️,1,0.9979531764984131
