sequence,hf_prediction,hf_predicted_score
Am not interested you friends marry,0,0.9831406474113464
We need 3M more views to make 2.7B Views,1,0.683915376663208
who still lessening to this song 2022 ?,0,0.8781566023826599
Who see this song in 2022 . This song never old. 😍😍😄😄🤣,1,0.988852858543396
2022😊😊😊,1,0.9973516464233398
2009 back 2022😆,0,0.9673290848731995
❤️🖤one of favourites...,1,0.997951865196228
"Being rich and famous is not sinful. However, making that primary pursuit in life is sinful. “People who long to be rich fall into temptation and are trapped by many foolish and harmful desires that plunge them into ruin and destruction” (1 Timothy 6:9, NLT). “Do not toil to acquire wealth” (Proverbs 23:4, ESV). The world would have us believe that the only way to become rich and famous is to set goals and pursue them doggedly. The Bible paints different picture. Consider three biblical figures whose examples speak to this issue: 1. First and foremost is Jesus. When tempted by Satan, He intentionally rejected the opportunities to become rich and famous (Matthew 4:1–11). Jesus devoted Himself to the tasks God gave Him (John 5:19). We are compelled to take the attitude of Jesus, “Who, being in very nature God, did not consider equality with God something to be used to his own advantage; rather, he made himself nothing. . . . He humbled himself” (Philippians 2:5–8).What was the result of Jesus’ humbling Himself? “Therefore God exalted him to the highest place and gave him the name that is above every name” (verse 9). 2. Joseph was sold into slavery by his brothers. As slave, he had no ambitions to be rich and famous. He only did the work that was put before him. In Potiphar’ house, Joseph’ faithfulness resulted in his being put in charge of everything. Later, in jail, he helped his fellow prisoners, earning trust that ultimately led to his being put in charge of all of Egypt, second only to Pharaoh. In short, Joseph focused on what God wanted him doing, and as result he became one of the most powerful and famous men in the world (see Genesis 37—41). 3. He was not wealthy, but the apostle Paul was perhaps the most famous Christian ever to live. How did his fame become worldwide and timeless? He simply did what God put him on earth to do: make disciples. He certainly had claim to worldly fame, describing some of his accomplishments in Philippians 3:4–6. Yet what did he think about these pursuits that would have warranted fame? “Whatever were gains to me now consider loss for the sake of Christ” (verse 7). Paul’ ambition was never to become famous or gather the accolades of men. His burning ambition was to do God’ work and glorify Christ. That was his higher calling. In Matthew 6:10–20, Jesus teaches us not store up treasures on earth, but in heaven. Then He says, “You cannot serve both God and money” (verse 24). And “Seek first his kingdom and his righteousness, and all these things [the basic necessities of life] will be given to you as well” (verse 33). That is, stop trying to be rich and famous, and instead simply seek after God, living out His purposes for your life. If God wants earthly riches to come your way, they will. For those whose ambition is to be rich, the Bible has many cautions. Jesus said that it is difficult for the rich to enter the kingdom of heaven (Matthew 19:24). Material wealth has way of taking our eyes off of what’ important and eternal. Jesus’ parable of the rich fool in Luke 12:16–21 teaches that it is foolish to store up earthly things and take no thought of heavenly things. As for pursuing fame, the Bible is equally cautioning: “Those who exalt themselves will be humbled” (Matthew 23:12). Paul says that “ person with changed heart seeks praise from God, not from people” (Romans 2:29, NLT). James asks, “Don’ you know that friendship with the world means enmity against God? Therefore, anyone who chooses to be friend of the world becomes an enemy of God” (James 4:4). Those who are rich and famous often struggle to obey basic biblical commands such as “Be content with what you have” (Hebrews 13:5) and “Do not be proud, but enjoy the company of the lowly. Do not be conceited” (Romans 12:16, BSB) and “Now listen, you rich people, weep and wail because of the misery that is coming on you” (James 5:1). To be clear, it’ not wrong to have wealth. It’ the love of money that is root of all kinds of evil (1 Timothy 6:10). But those with wealth should understand where the wealth comes from (God), the purpose for having it (to further God’ work), and it’ transitory nature (see Proverbs 23:5). Ecclesiastes 2:24 notes, “ person can do nothing better than to eat and drink and find satisfaction in their own toil.” But the same passage clarifies the Source of our blessings: “This too, see, is from the hand of God, for without him, who can eat or find enjoyment?” (verses 24–25). We should not make fame and fortune primary pursuit in life. Rather, we should make glorifying God our primary goal. We love Jesus and obey Him (John 14:15). We follow Jesus, which means we deny ourselves, take up our cross, and follow wherever He leads (Mark 8:34). Jesus blesses the meek (Matthew 5:5); being rich and famous is not usually His plan for His children in this world.",0,0.5769713521003723
Drake chilling in corner,1,0.5956078767776489
My life best song,1,0.9934563040733337
just can' stop listening to this song it reminds me of me and my classmates 🙃,1,0.9850419759750366
Now some legend will say who is listening to this song in 2022 😜🤪....🤗🤗🤗,0,0.9848849773406982
this song reminds us of the 2012-2013 era where it is memory for all of us. and until now it' become song that always like.,1,0.9845934510231018
Hello to those Filipinos watching this 😅 was 9yrs old when this song release 🤣 ' getting old,0,0.9633221626281738
what the fuck this song,0,0.9738844037055969
"It' March 2022, let' see how many legends are listening to this masterpiece♡",1,0.9756224155426025
song in time,1,0.8687124252319336
😍🥰🥰,1,0.9918271899223328
Obra maestra,1,0.8390092253684998
Me to lot baby love your songs big fan lots some songs sometimes long time ago homecoming to dance to your friends that amazing your songs is very good love it,1,0.997132420539856
Voltei pra 2011,1,0.605622410774231
WOULD HAVE DO NOT WHAT EVER,0,0.9898563027381897
BABY BABY BABY OOOOH,1,0.9891900420188904
invite me to your concert 😣😩,0,0.9873499870300293
LOVE YOU😩😩,1,0.9097829461097717
Who see it outstanding song in 2022🥰,0,0.5627686977386475
How hes voice change so much from 2010 to 2022,0,0.8116949796676636
will forever to Justine babie is Love You Heart ..Good job,1,0.9974166750907898
Anyone else missing the dislike video?,0,0.9955326914787292
"Christ, this is the first time heard this song; now know where the hate comes from; it really does suck",0,0.9968505501747131
Wowwwww 👍🏻👍🏻👍🏻👍🏻,1,0.9985499382019043
Day 12 of coming back to this song after 4 years,0,0.5292140245437622
Oh my goodness he looks and sounds like he' 12 but he' 16 in this :,0,0.8630165457725525
I Am About To make this the most disliked video in history (:<,0,0.9939597845077515
Someone see my comment?🌝🕶️,1,0.9291253685951233
like fire trucks and moster trucks,1,0.8003718852996826
2022😭😭😭😭😭,0,0.9950448870658875
this changed my life,1,0.9929808378219604
</3,1,0.709477424621582
My baby broo fan he gets quite whenever he hears this and you are voice 100000/1000000b,1,0.8816842436790466
<333 LOVE YOU BABY,1,0.996850848197937
thought female sung this song,1,0.8413406610488892
Conclusion from the comments: The Past is always overrated LOL,0,0.9535929560661316
Remember the comments section in this video back in 2010. The trash talk was real lol,0,0.9850088357925415
This guy in 2022 looks so bad,0,0.9926590323448181
2022 ✋,1,0.9757446050643921
saw this in most hated YouTube video compilation Lol,0,0.9867545366287231
still remember dedicating this song the girl that never existed 🤣😅,0,0.9464704394340515
' interested learn about,1,0.9722358584403992
The song was made when was born loved this song,1,0.9932194948196411
Loved it,1,0.9984370470046997
This song never gets old ❤❤ Babyyy <3. And i do not know why ' again crushing over 13 yrs old Justin ☺😂💘,1,0.9956475496292114
😍🤩🤩😍😍😍😍😍,1,0.9961650371551514
Ahhhhh,1,0.9916318655014038
miss the old Justin Bieber 😢,0,0.97752845287323
12 years complete but still my fav song❤️💐,1,0.994630753993988
know justin bieber when he will have concert in my country downloaded all the songs keep listening at that time about 12 years ago when was in junior high school 😂,0,0.6184293627738953
1 like 2022,1,0.9699214696884155
love this song soo bad,0,0.936012864112854
Anyone in 2030?,0,0.7583941221237183
It' 2022 am listening to this song,1,0.9033764004707336
Broke with my boyfriend 💔💔💔,0,0.9790753722190857
"as girl, this is my opinion but think this is cringe 😌",0,0.9931662678718567
Why this never became type of Rick Roll will puzzle the planet for ages,0,0.7838707566261292
bb,1,0.6576542258262634
After 12 year stil masterpiece ❣👍,1,0.9974744319915771
He' cute ❤💖😻,1,0.9985306859016418
"guys, we are getting older.",0,0.9286560416221619
what drake that is awsome,1,0.9956592917442322
really love this song.,1,0.9967790842056274
who still listens to this song?😍❤,1,0.9956240057945251
Can' stop loving all this justin song,1,0.996279239654541
"love it, me in 2022 but this song like yesterday",1,0.9841956496238708
2k22 anyone’ 🥰,0,0.9929699301719666
Any one else 2022,1,0.6086593270301819
This slaps do not care what anyone says,0,0.6801459193229675
After 12 years this song give me same filling when was small😶,0,0.6945553421974182
"Damn, 12 years!?",0,0.9725342392921448
And that' how we got number 1,1,0.9556160569190979
Soo sweet...off you....😘,1,0.9959193468093872
did anyone realize drakes in this video??,0,0.9308692812919617
Who is listening this song in 2022💜😚,1,0.9923644065856934
In 2022.....💖🖤,1,0.6814243793487549
💃💃💕💕💕,1,0.9971411228179932
😱,0,0.9897525310516357
bro did anyone relise that the girl looks like dora the explore,0,0.7702158093452454
2696 MIL VIEW HOLY MAJESTY FROM ENGLAND OF GODS,1,0.6966090798377991
Anyone in 2022 ?😍,1,0.8404110670089722
"Hello.... My All Kind Peoples in the World, Please help us, We are Forester of Papua Island... We need your help with SUBSCRIBE and SHARE this Youtube Channel.. All Videos in this Youtube Channel is about Our Activities Life at Forest.. Thank You for your help.. Our God bless all of us.. Amen..",1,0.9536839723587036
Hho is watching in 2022 and indian people attendence,1,0.6377089619636536
Legends come in 2022,1,0.7246012091636658
Just good time 🥺💔,1,0.993120014667511
"LYRICS ::: Oh whoa Oh whoa Oh whoa You know you love me, know you care Just shout whenever and will be there You are my love, you are my heart And we will never, ever, ever be apart Are we an item? Girl, quit playing We are just friends, what are you saying? Said, ""There' another"" and look right in my eyes My first love broke my heart for the first time and was like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Oh, for you would have done whatever And just can' believe we ain' together And want to play it cool, but ' losin' you will buy you anything, will buy you any ring And ' in pieces, baby, fix me And just shake me 'til you wake me from this bad dream ' going down, down, down, down And just can' believe my first love won' be around and ' like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Luda! When was 13, had my first love There was nobody that compared to my baby And nobody came between us or could ever come above She had me going crazy Oh, was star-struck She woke me up daily, don' need no Starbucks She made my heart pound It skip beat when see her in the street and At school on the playground but really want to see her on the weekend She knows she got me dazing Because she was so amazing And now my heart is breaking but just keep on saying Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (gone, gone, gone) ' gone",0,0.8285366892814636
Just come to see dislike button ✅,0,0.9919536709785461
You Are the best Jb,1,0.994939386844635
"This song still fucking banger, despite half the world hating this dude. But could always blast this song and dance to it. Would always shut up anyone who hated this song lol",1,0.8934982419013977
any indian here,1,0.6153944134712219
Is it what he did in the video or the lyrics that people hate,0,0.9919058084487915
This was when music video were at there peak like they were mini movies and were always treat to watch,1,0.9837881922721863
1.14 DRAKEE????😵,0,0.9897961020469666
This song is memorable to me you know because was 16 had my first love 😆 and he was my first bf.,1,0.9254913330078125
nice song 👍👏👌,1,0.99852454662323
Yesssssssss🔥🔥🔥😏😏😏😏,1,0.9985666275024414
Doing this IRL will get you restraining order for sure.,0,0.9739530682563782
"Who is listening this masterpiece in 2022 , hit ❤️",1,0.9971672892570496
That one girl who realizes she just passed up one of the most famous people :,0,0.961830735206604
Nice voice 🥰🥰 Love from Bangladesh 🇧🇩 🇧🇩🇧🇩,1,0.997534990310669
Let' count how many singles are watching 😅😅 this video ✌️✌️✌️,1,0.9948537945747375
Nobody going to say it so ’ going to say it. Baby is certified hood classic,1,0.6307733654975891
Don' tell me ya all dint notice Drake and nicki Minaj.. 🤤.,0,0.8975127935409546
We not gone talk about how if this got posted today he would get cancelled for “sexual assault” By The Way lowkey he kind of was harassing her the whole time,0,0.9850024580955505
This song 🎧 never be old,1,0.9934863448143005
And was like…,0,0.5671219825744629
I Am 42 years and my 12 year old daughter is making me like justin bieber,0,0.857798159122467
Yo why the fuck is drake there????,0,0.9776625037193298
Prime Justin,1,0.8749024271965027
own chaturbate,0,0.758557915687561
Sheehssss think this is the most viewed video on the world,1,0.7993370294570923
THOUGHT GIRL WAS SINGING THIS SONG,1,0.7115211486816406
Imagine Would Sing This To My Girlfriend Reynalyn To Show How Much Love Her,1,0.9597435593605042
This is Sebastian favorite song he going to dance to this at prom 🤣💃🏻and he going to do his gay girly dance 😂😂😂😂😂😂 and he going to sing like girl💁🏻‍♀️😅😅😅,1,0.8589857816696167
GOATTTTTTTTTTTTT,1,0.995342493057251
Justin is the youngest who wrote this song 😉,1,0.8713428974151611
want them to play them when every funeral there is,1,0.9368910789489746
Fdreesedr trtrtrert dunionine covid43,0,0.9341557621955872
No don',0,0.9699545502662659
should play this song on my wedding day 🤣,0,0.9625430703163147
Pls all guys pray for HAILEY BEIBER' good health,1,0.7325360774993896
💓💓🥰,1,0.9964200854301453
Devon,1,0.5798768401145935
BABY BABY BABY OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,0,0.996421754360199
Hated this song when was kid and now listening to it now when ' older just brings back so many good memories and can' help but love it 😭❤️,1,0.9861739873886108
this song is so old but remeber the times when everyone always made fun of it,0,0.9422246217727661
love this song sooooo much!,1,0.9924061298370361
BETTER THAN BTS,1,0.992292582988739
2022🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,1,0.8544352650642395
Whew 12 years ago was 12 😩,0,0.9681439995765686
"Compared to music these days, it' classic",1,0.9601503610610962
Bro you are uge,1,0.6553573608398438
"If guy did this to me- ‘Hello, this is 991. What’ your emergency?’",0,0.9296966195106506
It is gay,1,0.7132183313369751
Justin am 7 and wen my sister Wes 12 10 9 she like you,1,0.9820377230644226
dude you are my childhood,1,0.9888885617256165
bro don' think about that👹😠😠😠😡😡😈😈?,0,0.9923179149627686
Me In 2021: Like This Me In 2022: THIS IS SO GAY!!!!!!,0,0.9152190089225769
2022 still Watching This Video Song 🎶 Its remind me my Childhood 😭,1,0.7899019122123718
😐😐😐😐,0,0.9886564612388611
miss the old days to listen this song but still love it,1,0.9715965986251831
After 12 years if your listen this song you are legend 🔥,0,0.7537011504173279
"this song is fine, but these scenes are burning my cringe limit...",0,0.9723859429359436
Who is watching this in 2022.,0,0.5256401300430298
👇👇👇👇👇,1,0.9850407242774963
He is amazing 💜💜 don' have words for him😌😌,1,0.99852454662323
❣❣❣❣❣❣❣❣❣,1,0.9966444373130798
Hello Alain,1,0.8541280627250671
"Fucking YouTube algorithm. How this shit sandwich showed up in my recommendations is beyond me. ' so surprised, had to comment. mean, wouldn' listen to this crap even at gunpoint. The fact that it has 2billion + views just reinforces my opinion on most young people out there. If there' any adults listening to this crap, they should be embarrassed. There is real music out there, you should do yourselves favor and expand your tastes, because this shit, is fuckin preteen clown shoes.",0,0.9949211478233337
🌟🌟🌟,1,0.9977986216545105
This was my fav song ever,1,0.9946029782295227
Omg childhood,0,0.6844237446784973
The wifi is so slow,0,0.9791644811630249
listening this song gives goosebumps.,1,0.9750756621360779
Brother Justin Bieber helped collect my channel name channel wtmh heag,1,0.651788055896759
Just vibing to it in the car!,1,0.9897217750549316
Baybe beybe ooooo,1,0.9261574149131775
My first English Song 😍😍😍,1,0.9946588277816772
This masterpiece is earning 0.7 views per day after 5 days it will earn 2.7B and after 20 weeks it will earn 2.8B views 🔥,1,0.9067526459693909
"2,7B is comming",1,0.6502774953842163
"First English song listened, but you little bit sound like girl",0,0.9643831253051758
Baby baby baby oh~ ' like,1,0.9948431849479675
Brother justin bieber helped collect my channel🙏🙏🙏😥💕 name channel wtmh heang,1,0.9655012488365173
12years back one my favourite song and till now... am big fan of JB.. am from india,1,0.9878963232040405
Funny. Good. Funny.,1,0.9964595437049866
don' think it was just,0,0.894523561000824
so Crazy how this got 2B views,1,0.7947277426719666
love this song 🤧💖💖✨✨,1,0.9976905584335327
This video has an evergreen coment section..,1,0.852114200592041
20 likes and 13M deslikes,0,0.7682672739028931
"20m likes and 12,656,229 dislikes. No more 50/50 ratio lol.",0,0.7468673586845398
was 2 years old when songs came out :) love this song forever in my life,1,0.9949316382408142
you are the best ❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️!!!!!,1,0.9984438419342041
269 Crore Views Omg 🙈😱😱😱😱😱,1,0.9872441291809082
tb to the time everyone hated justin and called him gay xDDD,0,0.9892786741256714
Bady,1,0.6137527227401733
Intelligent people will like this,1,0.9952181577682495
Dear future boyfriend play this for me when ya ask me out,1,0.8101406097412109
20M likes and no dislikes? Must be good song,1,0.987854540348053
Most craziest song in 2011 2012 ❤️,1,0.9953721165657043
Ok justine,1,0.8613392114639282
Childhood memories....,1,0.8894017338752747
actually like this song,1,0.996196985244751
love 😍😍 2022,1,0.9968823790550232
are we just going to ignore the fact that Drake is in this video,0,0.8563698530197144
Universal Basic Income today! give homeless people your money today! justin bieber rocks!,1,0.9924382567405701
"can' believe Justin Bieber stole this song off Rodrick Heffley, smh 😤",0,0.9909940958023071
Back when beiber was cute.,1,0.8781429529190063
best music all the music that like,1,0.9956018328666687
lobe song 😍😍😍,1,0.9939690232276917
think this song is the most unliked in YouTube but why🤷‍♂️,0,0.9898692965507507
Is that kid singing though???,0,0.6432020664215088
Damn ’ just now realizing drake was in this video. 😂😂😂😂,0,0.6152192950248718
Who listens to this old song in 2022,0,0.8481172323226929
disike button my old friend T_T,0,0.959643542766571
"don' know why every singer like Justin , Taylor and Selena were so good back 2009-2015",0,0.7407109141349792
"As kid, hated JB for no reason. Now realize his talent and hardships he had when he was so young. Removed my dislike and hate comment because had to.",0,0.9717283248901367
Who all love me🙂,1,0.9961580634117126
Thata huge peace of memory of our youth,1,0.9849541187286377
Daneydis are fucking wit it???,0,0.9877843260765076
Lendaaaa 13/03/22,1,0.6067589521408081
Missing childhood 😭😭😭❤️❤️,1,0.9576259851455688
Cringe😭,0,0.9975160360336304
AAAAAAAAAAAAAAAAAAAAAAAAAA JUSTIN BIEBER AAAAAAAAAAAAAAAAAAAAAAAAAA JUSTIN BIEBER 💯💯💯💢💢💢💥💥💥💫💫💫💅💅💅🤳🤳🤳👍👍👍🙏🙏🙏,1,0.9706429839134216
Who in 2022 ? Great hit,1,0.998043954372406
don' know why this song is very heavily hated. think this song is bop ngl,0,0.9743562340736389
🗿 2022,0,0.8471499085426331
Good song 🤣,1,0.9376737475395203
BRASIL,1,0.6807615756988525
still listening 💗,1,0.5292112231254578
Hihihiha,1,0.9765498638153076
"QUEM FALA QND ENTREI NO YT PELA PRIMEIRA VEZ, ESSE VIDEO TAVA DE ALTA",0,0.9386945962905884
"istg bro this little baby man ""goo goo gaga gaga 👶👶👶"" -justin bieber",1,0.995713472366333
This is literally month younger than me. Give me moment to process,0,0.733529269695282
love your song,1,0.9974582195281982
"Am wondering how ""baby"" looks like now ?? Like girl show up",0,0.6735954284667969
Every person on this video got old except Ludacris...,0,0.9827337861061096
Haaaaaaaa me vengo,0,0.914975106716156
How old would Justin be then like in his 20’,1,0.5930874943733215
"You know, this *is* certified hood classic",1,0.9931356310844421
here am...,0,0.5005590915679932
2010: Shitty song 2022: Still shitty song,0,0.9967103004455566
"Justin: Ohaoohah Me: *cringes hard af inside* Justin: OHAOOHAH Me yelling in my head: Bro actually shut up bro sound like girl Justin: You know you love me, know you care Me: Bro you are acutally nasty bro Justin at the chorus: BABY! BABY BABY! OOHHH Me: You realize males watch this too, right? Also me: *realizes it' just song*",0,0.9933556914329529
One of my fav.never gets old,1,0.9941726326942444
Day 10 of coming back to this song after 4 years,0,0.5219542384147644
What just happened…,0,0.8333105444908142
He had so much dislikes now we van cannot see it anymore :(,0,0.9945851564407349
It' March 2022,1,0.6137083172798157
😀 first favourite song ♥️,1,0.9971771240234375
"This is really awesome like not bad as thought, can' even believe that am 12 years late for this masterpiece. Really loved it...",1,0.9965596199035645
wonder how the girl is looking today to be honest,0,0.7752428650856018
see this video can' stop laughing king is one xxxtentacion,1,0.9748296141624451
This song will never get old!!❤️,1,0.9969263672828674
remember when everyone thought this song was sang by girl LMAO,0,0.835478663444519
Baby baby baby song nice sweet,1,0.9960600733757019
Don' worry you are not only the one who is watching this masterpiece in 2022...........,1,0.9729776978492737
So old still new nice sweet song,1,0.9934431314468384
Poo,0,0.9929640293121338
Baby baby ooohhh nooo thought you was being mine mine,0,0.8819718956947327
Masterpiece song ever best song in the world,1,0.9948544502258301
Let' make 2.7B Views,1,0.9190663695335388
12 years Time passed quickly and we are getting old,0,0.9693900942802429
baby 👌(σ^∀^)σ,1,0.9962056875228882
"Oh wow 20 million likes, this song must be good...",1,0.9892104268074036
miss being little kid,0,0.803572952747345
Love this song❤❤❤😍,1,0.9982821345329285
This is Literally the First song That Made Me Addicted in Music and Songs! My Very First Love! And am Proud of it that This is Part of my Childhood! THANK YOU SO MUCH JUSTIN BIEBER!,1,0.996715247631073
Baby baby baby ohhhhhhhhh........,1,0.9079885482788086
How many legends Listening this masterpiece song in 2022,1,0.9558359384536743
Back when bluetooth is required to take this song in our mobiles😌,1,0.944096565246582
He is actually adorable. Think about how much Justin Bieber has grown he looks so young in this and sounds so cute in this :,1,0.9901456236839294
Justin is love ❤ and love is justin ❤,1,0.9977827072143555
Nur Atikah Justin Bieber Baby (Official Music Video),1,0.645660936832428
😮‍💨,1,0.95367431640625
Fun Fact: this is one of the video is much dislike,0,0.9966239333152771
Ohhhh ah baby baby baby ohhhhh,1,0.9917598962783813
Is one secret You And Mi. . . . .,0,0.5680211186408997
can' believe 12 years,0,0.7799009084701538
"thought you’ always be mine,mine",1,0.9831935167312622
Good memories lol ' 21,1,0.9942116141319275
He was so young when he did this you can tell 😭 his voice literally sounds like girl 😭,0,0.9947476983070374
nostalgia' slapping me so hard,1,0.8793299794197083
Wow Justin got some moves,1,0.9865532517433167
How many legends are watching this in 2022,1,0.5588253736495972
LEGEND!,1,0.9556005597114563
Justin Bieber love you am your big fan and am from Bangladesh,1,0.9968254566192627
Sss,0,0.7608350515365601
What would happen if we combine Justin' voice in present to this song????? It will be interesting,1,0.7020735740661621
If you have come to see the dislikes unfortunately you can' see them anymore...,0,0.9929767847061157
"LYRICS Oh whoa Oh whoa Oh whoa You know you love me, know you care Just shout whenever and will be there You are my love, you are my heart And we will never, ever, ever be apart Are we an item? Girl, quit playing We are just friends, what are you saying? Said, ""There' another"" and look right in my eyes My first love broke my heart for the first time and was like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Oh, for you would have done whatever And just can' believe we ain' together And want to play it cool, but ' losin' you will buy you anything, will buy you any ring And ' in pieces, baby, fix me And just shake me 'til you wake me from this bad dream ' going down, down, down, down And just can' believe my first love won' be around and ' like Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Luda! When was 13, had my first love There was nobody that compared to my baby And nobody came between us or could ever come above She had me going crazy Oh, was star-struck She woke me up daily, don' need no Starbucks She made my heart pound It skip beat when see her in the street and At school on the playground but really want to see her on the weekend She knows she got me dazing Because she was so amazing And now my heart is breaking but just keep on saying Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now ' all gone (gone, gone, gone) ' gone",0,0.8281621932983398
my child love you justin bieber your voice is very beautiful you are very handsome she daily asking your songs we love GB💖💖❤❤,1,0.9975219964981079
Why is drake in this,0,0.8812599182128906
Support me bro,1,0.9785116910934448
love this song!!,1,0.9965827465057373
Still here! Can' forget this one....,1,0.7635846138000488
daily hear this song it' too good. : )),1,0.9899957776069641
Why the hell is Drake in this? Usher found him not Drake?,0,0.9641684293746948
Hate to love song must say .,0,0.9875408411026001
Indo hadir masseh,1,0.5953149199485779
Comment section still active 😀🔥,0,0.8383910059928894
am from India but Hindi don' to means that but it very good like listened that In an day3,1,0.9819296002388
Fuck this shit,0,0.9921719431877136
App Store you have,1,0.6682904958724976
My favorite sg Justin 😍 ❤ 💓 💕 💙 💖 😍 ❤ 💓 💕 💙,1,0.9987063407897949
who else is wasting thier time watching this,0,0.9286339282989502
Legends listing it in 2022,1,0.6312201619148254
Sheesh nostalgia hit like dumb truck,1,0.5606845021247864
How old was he when he made this song?,0,0.6234158277511597
If your watching this in 2022 your legend,1,0.8191561102867126
But still love it,1,0.9954583644866943
This song has 12 million dislikes,0,0.9979066252708435
Song beautiful,1,0.9936875104904175
've been hear when was 6 and it was so boring til watched this feel special now,1,0.972978949546814
Only 1994-2010 babies can like this comment 😭,0,0.9852123260498047
2022!🥰🥰🥰,0,0.9863666296005249
Still one of my fav in 2022,1,0.9963964223861694
RIP Dislike Button 2005-2021 You will be missed.,0,0.9935746192932129
💘💘💘,1,0.9975816607475281
💋The best song in the world!!!❤️💋💋,1,0.9978220462799072
💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝,1,0.998030424118042
Fpp,1,0.6183698773384094
''Baby'' never gets old and always gets young with us.,1,0.984754741191864
The dislikes are gone ):,0,0.5084956288337708
He Was So Young!!,0,0.7582162022590637
Justin can' take the word no your not my type,0,0.9927583336830139
Dislike button here :),0,0.9805218577384949
Bro Justin,1,0.7126826643943787
man watched that song back in 2010 it was my very very very favorite old song,1,0.9825977087020874
He was so small kid back then.. ಥ‿ಥ,0,0.6781002283096313
don' remember this video being in 4k-,0,0.6147243976593018
Let' see who all are watching this legendary peice in 2022 :),1,0.8618571162223816
oheahsdwahsudaih oheadwasdh baby baby baby dawdasidhuiwoahduajshdiuywagd #we stan justin omg,1,0.9490218758583069
Me and Best Friend use to listen to this song. And it become our favorite song. Old song are the most ❤️‍🔥,1,0.9941350817680359
hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,0.7536174058914185
Who still listening during 2022 fire🔥,0,0.9960203170776367
Anyone else remember the irrational hatred that this song had,0,0.9900161027908325
Still remember was in 5 th standard when it came out yup👍,1,0.9727329015731812
mid,0,0.5541039109230042
You know the song is from the late 2000s/early 2010s when you see obnoxious lens flares,0,0.9018397331237793
March 2022 and still watching this song from somalia 🇸🇴,1,0.6836787462234497
Singing your first time at high school as didn' even see my first song and graduated for my professor job,0,0.6461240649223328
like this song baby baby baby oooh,1,0.9939369559288025
🥺🥺 Still love this song 🎵 my favourite childhood song 🎵,1,0.996880054473877
Let' take moment to appreciate how much efforts he takes to put in content for us 💯💯💯💯🙂🙂🙂,1,0.9971207976341248
We Must Subscribe Justin Bieber To Help Justin Bieber Defeat BLACKPINK Back In 2022 And Please Stop Subscribe BLACKPINK.,0,0.8758663535118103
"still love this song , after so long !",1,0.9943452477455139
May know her name that girl,1,0.7105388045310974
You are not only alone to listen this in 2022 🥰,0,0.9894294738769531
This is actually not cringe,1,0.8196927309036255
Anyone watching this song in 2022😁💜✨,1,0.9961237907409668
"And i am in pieces baby fix me , i do not know why this is sooo goood damn! ❤️",1,0.9870110750198364
"11/03/2022 ' Vietnamese, anyone in the world still watch this song. If you still give me 1 subscription",1,0.5992786884307861
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🙏,1,0.9845342040061951
Any listings in 2022 🤔🤔🤔,0,0.9936814904212952
"yep, just as shit as remembered",0,0.993750810623169
Currently at 13 mil dislikes,0,0.9923862218856812
Why am watching this now,0,0.608553409576416
love the song baby omg,1,0.997187077999115
Justin: will buy you anything ME:buy me chicken🤪🤪,0,0.9381691217422485
We are just friends what are you sayin🎤,0,0.8021220564842224
' your one of the best fan in the world are very nice 👌 👍 😊,1,0.9984928369522095
12 thn,0,0.6642206311225891
