sequence,hf_prediction,hf_predicted_score
They made one of you know love food food is my bestfriend😭,1,0.5121576189994812
THIS IS MY LIL SISTER FAV MUSIC 😂😂😂❤❤❤,1,0.995931088924408
can' believe it really want to see you again baby baby no,0,0.7877294421195984
nice song ... everyday watching,1,0.9964601397514343
Bro never noticed drake in this music video 💀,1,0.8555859327316284
Sorry ... Miss you,0,0.9884052276611328
Still love this song❤,1,0.9971257448196411
His ( Justine' ) face can be changed but the magic which is inside of his songs can' be forgot by anyone in the whole world if anyone just hear this song only 1 time........,1,0.8910390734672546
This song gets hated on too much,0,0.9956132173538208
This is the goat,0,0.7925028800964355
Ceo Yungboy was here❤,1,0.9963022470474243
Let’ get this to 3 billion,1,0.9442881941795349
"may be little kid But have been around Can hear the girls all scream Soon as our wheels touch down Junkets in Tokyo Fashion shoots in Milan Then private jet to Madison Square Garden Thirty six week long tours Ten singles on the charts So hear my message girl Because it comes from the heart Help me My parents sold me To big producer In the record industry He makes me do things That don' want to do Please call child services Or maybe SVU You got to help me My parents sold me To big producer In the music industry They took the cash and left me To the screaming masses If ' known all this ' skip those dancing classes tried to run away One time in Belarus They beat me with phone books So that wouldn' bruise just can' take no more Rich kid' bar mitzvahs Or paid sleep overs With Saudi princes Blinked ... in morse code Once at the VMAs They sprayed me with hose In pit for three days And when my sales drop off They will take me to resort And let rich business men Hunt me down for sport You got to help me My parents sold me To big producer In the music industry Oh, God please help me Please take some action This didn' work out For Michael Jackson Can someone help me Don' ignore what said They will sacrifice me To the god Baphomet",0,0.9594530463218689
He si now big he is kid from 2016 now si 2023 😢 😭💔 he si 16 now he 36 😢,0,0.9920812845230103
what the fu-,0,0.9436219334602356
Baby baby baby look 13 and you look 15,0,0.7827191352844238
Want again Justin Bieber you songs never gets old to me if you guys don' like this song fair enough but in my opinion this song can listen to all day and never get bored 've listened to this over 20 times and love it,1,0.9775967001914978
knew this song since was 5 but this is the first time 've watched the video,1,0.7737092971801758
"How times change. When this song came out, there was so much hate for Bieber. And now he' one of the most loved artists. People simply just love to hate on the mainstream.",0,0.874728262424469
Ludacris is right.......13 years for this masterpiece 😅,1,0.9058800339698792
One Marvelous Art of 2010 🎨👌,1,0.9974866509437561
congratulations justin,1,0.9982213377952576
Kill thiz song 😢,0,0.9957728385925293
Love Justin .....15 july,1,0.9963705539703369
Aaj bhi favourite song hai,1,0.9894043803215027
Like,1,0.9957895874977112
Me listening to this song baby by Justin Bieber in 2023 love this song baby love you Justin Bieber💖😘🦋,1,0.9972643256187439
Is it bad unironically love this song due to nostalgia?,0,0.6599811911582947
Hiii justin BIEBER ME baby every big fan IAM small kids you are say in the one song Baby song very nice ☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️,1,0.9978984594345093
baby 😂😂❤😢❤😂🎉😮😊😅,1,0.9852712154388428
OMG it' my favorite lyrics Justin Bieber is my idol he' so handsome hahaha❤😝🤞🥰☺️🤣🌹😏😍,1,0.9978633522987366
Consent?,0,0.6549248099327087
"listened to this think was 11 and than did not realize am almost 15 now this song still hits and still relatable as "" thought you will always be mine mine",1,0.9599481225013733
Crazy this thing is the same age as me❤,1,0.9946849942207336
like your song from CAMBODIA ❤🇰🇭,1,0.9977648258209229
Love you,1,0.9954769611358643
showed this to my mom and this is how she reacted: My mom:oH bAbY bAbY OH!🤪 Me:🥹💕 was laughing while dying 🤣,0,0.8619018197059631
Don' give up,1,0.9884016513824463
Anyone legend 2023?????)((((((((??????,0,0.808131992816925
JB is Everything ❤️😀,1,0.9985184073448181
My 2nd favourite song,1,0.9824045300483704
Justin Bieber is amazing ❤,1,0.9979161620140076
Justin gay,0,0.5974628925323486
oh my god baby,1,0.6410176753997803
Old is gold ✨️ 💛 👌 💖 💕 😍 ✨️ 💛,1,0.9982845187187195
Can' old this song,1,0.8828109502792358
"According to google, this video is 2nd position to dislike video 1.4M dislike in this video",0,0.9941951632499695
listen this after to much years when was in class 9 then study and no listen to it wen was 29 and in class 9 was 16 years old ❤❤,1,0.9889614582061768
Its the most unliked video in the world😂😂😂,0,0.9895060062408447
Overall,1,0.9380797743797302
2023 here !!!,0,0.575910210609436
Am the only 1 in 2023 that came here just cus heard that this is 1 of the most disliked videos and not cus miss this song or sm,0,0.9787482619285583
Replying here every month and year like to remind me 🙏,1,0.9722805619239807
This song is old today OK❤😂😂😂🎉😢😢😮😅😊😊,1,0.9807873964309692
😅,0,0.6334915161132812
can’ believe listened to this when was 9. Now ’ 14 and ’ coming back to this video because used to always blast it in my room and dance. will always be belieber thanks justin.💕,1,0.9707038402557373
Who listen this song in 2023,1,0.5133218765258789
Listened to this for the first time when was 13 and had my first love🥺,1,0.8048964142799377
This song will be beautiful in our hearts we will be older In the year we will still love this song,1,0.9899803400039673
Today is 15 july,1,0.624817967414856
Love from india,1,0.9958089590072632
2010 ..baby baby baby 2015 .. sorry sorry sorry 2020 . yummy yummy yummy yummy,0,0.7310611605644226
Wow😮,0,0.9736565947532654
"Can’ be my first boyfriend that ever been in love with. like him want to have sex with him because he’ my first love that remembered and he said why can’ we have sex outside and said why can’ we do that instead and then he said, OK let’ have sex.❤",1,0.9809474945068359
😮 😮,0,0.9921488761901855
"july 2023 - wait, DRAKES IN THIS VIDEO??!!",0,0.9561991095542908
2010: baby baby baby 2015: sorry sorry sorry 2023: yummy yummy yummy,0,0.9215624928474426
we miss justin please come back to music😢,0,0.9828174114227295
am crying,0,0.9819328784942627
"It' been 13 years of releasing this song. Let' see who is listening this song in July, 2023.✌",1,0.8232923150062561
Who is here for baby Justin Bieber 😅,1,0.5245519876480103
Why he snapped on dis bih fr lol😂,0,0.8661016821861267
Please quit 🙏,0,0.9632057547569275
love your songs ❤,1,0.9978988170623779
no offence but your little cring,0,0.9831657409667969
It' July 2023. Let' see how many people are still listening to it. It' great song ❤,1,0.9945048689842224
Its 13 July how many checking comments section🎉❤,1,0.9892657995223999
Nice to see Justin include lightskins in the video. Shoutout drake,1,0.9960645437240601
the best song ever made,1,0.9949320554733276
Houououoooo,1,0.7196675539016724
It still feels like tomorrow. Time really flies.,1,0.5993157625198364
Can' believe this one was really 12years ago,0,0.6715883612632751
101112,0,0.5694005489349365
This song little never gets old listen to it yesterday and got to say this is my favourite song of your Justin Bieber you let you know that love her love your songs like stay and what do you mean dance pasito sorry but literally this was amazing your voice act like 13-year old kid for 14-year old kid is absolute wild you have perfect voice if you got on like the song that' fair enough but please don' come in if you don' like this song only common if you like to show if you don' then don' bother but if you do please let me know but this is literally all my god this is absolutely amazing don' know what to say literally if you got song like said it' fair enough but in my opinion this change my love for song to it always will be Justin Bieber you are one of the greatest thing as 've ever think ever news,1,0.9907596111297607
' finding girlfriend,1,0.7441942095756531
2.9b views that is crezy,0,0.733215868473053
Namaha justin Bieber mikkangchiba namme tareangkubo Anga nangni Sapport 🎉😢 angchi rebasikabujok,0,0.9221465587615967
BAYBE BAYBE BAYBE NOOO!!! XD,0,0.9803067445755005
Nice,1,0.9956299662590027
This song never get old💖💖,1,0.9973565936088562
My favorite song ❤️,1,0.9979434013366699
Is this justin bieber so young those days,0,0.6208505034446716
* random thought just came to my brain cell to check out the comment section for BABY BABY* 💀😂,1,0.9160773158073425
It' July 2023... how many of are here.... comment fast!!!💗💗🔥🔥💗💗,1,0.9949404001235962
Bruh why so many dislikes 😂,0,0.9939136505126953
❤❤❤❤Nice song love 💋💋💋💜💜💜💜,1,0.9989294409751892
"’ boy and don’ get why most boys hate this song, actually love it",1,0.6970019340515137
Its 2023 right now. Let' see how many will be listening this in year 2110❤,1,0.9172645211219788
Legend watching this song in 2023 like 😍,1,0.9825060367584229
This song made me sad 😭,0,0.9979051947593689
HAHA its me again scroll down and you will see my last two comment haha leave comment here every year 😁 and still listening ofcourse. Wazzup 2023,1,0.5272782444953918
Indian girls are now adopting 13 years old fashion 😂,0,0.9061287045478821
0:38 cild it' not year for this😂,0,0.9936323165893555
I Am pretty sure want to see the dislikes on this music video,0,0.9864205121994019
Amezing song,1,0.9940863847732544
Best song of his behind let me love you,1,0.9933680891990662
Always favourite baby love you baby❤,1,0.997081458568573
Never never never never never 😂😂😂😂,0,0.9753288626670837
"July 14 , Friday from Philippines still watching this year 2023❤❤❤❤🎉🎉🎉🎉🎉",1,0.9968768954277039
Who needs lyrics when you can sing perfectly at this point (me searching through comments for lyrics like),1,0.722191333770752
Stil like this ❤️,1,0.9978939294815063
Any 2023 watchers here,1,0.7226805090904236
Unlike Button 👉,1,0.5426727533340454
this is the reason to my suicidal thoughts 💀,0,0.9968807101249695
My favorite song 😊😍,1,0.9967294335365295
This man had the country in his hands,1,0.6417672634124756
bro think he light skin,1,0.8734059929847717
"One of those things that would never come into our recommendations, you search for it either to relive the cringe or relive that nostalgic feeling!",0,0.9516090154647827
love it❤ listening 2023 🔥🇱🇰,1,0.997073233127594
Thank you Jake from Enhypen for doing that live and reminding me that this song existed 🤍,1,0.9092980623245239
Baby baby baby 💃🕺💃🕺 am fall in love with this song 😌🥺❣️🇳🇵 Today july 2023 let' see how many legends are listening this song❤,1,0.9964314103126526
13 years later this songs still vibe! Edit: TYSM FOR LIKES GUYS!,1,0.9930710196495056
Right,1,0.9735761880874634
literally 2023 and who is still listening to the fire hit,0,0.8564673066139221
👏👏👏👋👋👋❤😍💑,1,0.9985090494155884
uwuuwuwuwuwuwu,0,0.7192442417144775
1:56 they getting sturdy :,1,0.9851334691047668
Fj❤hfjh😅jjhd,1,0.995469331741333
#bangtantv,1,0.9296908378601074
#bts,1,0.5675530433654785
2023/07/14,0,0.5014142394065857
Parker you please let me know,0,0.7150862812995911
Song never gets old,1,0.9772241711616516
It' my favorite song Oh Memories🥺🥺🥺🥺🤎🤎🤎,1,0.9819650053977966
Legendary button ⬇️,1,0.9779466986656189
cool,1,0.9945051074028015
So cringe,0,0.9960402846336365
Still an awesome hit by you @justinbieber. Keep up the awesome work my friend👍,1,0.9968828558921814
"was watching The Cleveland Show, season 3 episode 15. That sound came on, that' what made me come watch this again July 13, 2033. 2.9 billion views and 23 million likes. Sadly, we can' see the dislikes to see if it is still more unlikes like it was 4 years ago",0,0.6426717638969421
DRAKE,0,0.7286369800567627
",🫰😃💯💯💯",1,0.9972869157791138
🫣,0,0.9736303091049194
Listen to this when was 4 and now ' 8 never knew who you were but liked it lot but then my mom showed picture of him what he look like now how does this turn into this you have whole new identity now,1,0.8161213994026184
certified hood classic™,1,0.9777095913887024
who is in 2023 here?,0,0.5742044448852539
has anyone noticed Drake here😂😂,1,0.6410020589828491
1:29 14/7/2023,0,0.5290639996528625
2k23,0,0.5026839375495911
Justin thakur,1,0.7109345197677612
It' July 13 2023 let' see how much watch,1,0.5803645253181458
It' been only 13 years??...feels like this song' been around forever,1,0.7199531197547913
It' July 2023 let' see how many legends are listening to this hit.,1,0.8499051928520203
2023!!,1,0.8765802979469299
do not even hardly bother the celebrities these days as know to treat them like normal even though they view my videos can' help but think why but they are just normal people before they were famous so why treat them any diffently now,1,0.5255473852157593
"Justin. Yo, you are good singer.",1,0.9978451132774353
Everybody listening???..🦋🏙🖤🌸😎🌚💙,1,0.9958470463752747
Bro likes Mexicans 💀,1,0.984595000743866
Mjj,1,0.7426515221595764
"Its July 13,2023 Let Us see how much people are still listening to it",1,0.5782298445701599
😮😊,1,0.9291449785232544
Nostalgia hit like here---->,1,0.9856112599372864
Old Justin Bieber is Cool 🔥,0,0.8372262716293335
"July 13,2023✅",1,0.8825244307518005
Justin beiber was so kid,1,0.542126476764679
"Ay song er NayeKa,,NayoK,er get up nice",1,0.9829602241516113
Baby❤❤❤,1,0.9970973134040833
Who have seen drake in this song,1,0.5384355187416077
This kid is in love,1,0.9930822253227234
The thing is how many dislikes was on this song on 2020 ☠️ but can' see it☠️☠️☠️,0,0.9922214150428772
We are sorry that that girl said that was the worst song ever😢😢😢,0,0.9891112446784973
Do unlike,0,0.9475092887878418
Me and my sister. Love you.❤😂🎉,1,0.9948282837867737
' 22 and first listened to the song when was 9 time flies so fast you all🥹💖,1,0.9304784536361694
The worst song ever😂😢😢😢😢😢😢😢😢😢😢😢😢☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,0,0.9962824583053589
13 july 2023 legend!,1,0.8481078743934631
You Are my love.. You are my heart.. ❤✨.. <<<3 this song is much better than any addiction..,1,0.9980193972587585
it was Justin Bieber first world record for everytime.❤❤❤❤,1,0.9960856437683105
Did anyone notice Selena Gomez,0,0.5253028869628906
❤❤❤❤love you too baby have good night will see you in about an ❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂,1,0.9966937303543091
It 2023 july 13 how many peoples are watching😊,1,0.9381479024887085
CtJdhtd bdj bmfh bxjc not to 😁,0,0.988618016242981
It’ 1am and your listing to you are old old playlist from you are childhood “💃🕺🕺,1,0.9541577696800232
Bro this smacks in 2023,0,0.9889886975288391
That teen justin still has my heart ❤️🤌,1,0.9968186616897583
July 13 2023 still listening.,1,0.5992065668106079
My god nostalgic when here this song gives me joy,1,0.9968748688697815
Who come from Instagram 😂😂,1,0.6678188443183899
This song never gets old ❤️,1,0.9976436495780945
Favourite Song,1,0.9865384101867676
like his song but will hate these people who disrespectful to him since 2010,0,0.9138559103012085
Bieber fan since 2009,1,0.9625072479248047
Where are my 2000s kids at 😢,0,0.9898823499679565
"' pretty ever date went on in college, this song played",1,0.9618227481842041
song,1,0.7431560158729553
The fact that know this song by heart and do not like him that much❤,1,0.6967085003852844
saw drake,0,0.503210723400116
"Baby baby baby oh, just love this song so much sing it every day. It’ so peaceful and remind me of my moms baby first name is lil 👶",1,0.9940217137336731
love this,1,0.9971358180046082
My crush,1,0.9806777834892273
💩,0,0.9954717755317688
love you❤❤❤❤❤❤❤❤❤❤❤,1,0.9974088072776794
Justin Bieber' collaboration with Ludacris in 'Baby' is timeless hit!,1,0.9912998080253601
Still singing this banger,1,0.9866149425506592
Its July 13 2023 let' see how many legends are listining to this hit(if you reading this write below the comment what time it is when you read it),1,0.8018589615821838
Bieber fever❤,1,0.9965507984161377
Its July 2023 and its my daughter’ favorite song! She Is 1 year and 9 months ❤😊,1,0.9893264770507812
love your song justin 😘,1,0.9977368116378784
Mee,1,0.6686321496963501
2020,1,0.5107686519622803
Always favorite song so cute Justin Bieber 💖❤🫶🤍💖🩵💗🩷🩷🥰☺️😘💓🌹💙❤️🫶🩵🤍,1,0.9986712336540222
It’ July 13 2023 11:54pm and anyone still listening this song,0,0.5708690881729126
remember hating this song with my friends when it came out. We were like 15 years old and now this song somehow played on my playlist and fuckin dance to it xd. Bro miss 2000'...,0,0.9894963502883911
"Wow 😮 2023 July 🎉🎉🎉🎉🎉Justin Bieber ,♥️♥️",1,0.996531069278717
Came here looking for hate comments. Disappointed,0,0.9891709089279175
understand why this is the most disliked song on YouTube,0,0.9938899278640747
Justin bieber,1,0.8766229748725891
2023? 😂❤,1,0.9904529452323914
"Its 2023 now... But this song was my time, wish can get away from all this tiktok stuff.",0,0.9645388722419739
The kiss breaks my heart every time😂😭,0,0.9571733474731445
💖💖💖,1,0.9974043369293213
This was the first english song heard in my childhood and still fav..💕🤎,1,0.9947876930236816
Love from India ❤❤❤,1,0.9982983469963074
Whose here in July,1,0.5644047260284424
kind of miss the old bieber,0,0.7462165355682373
2:17,0,0.5384359955787659
"Am the only one listening to this masterpiece in 2023? Definitely not, this song is amazing and impossible to forget!",1,0.980355441570282
12/07/23 now listening ❤,1,0.9965475797653198
It' 2023 and lagend watch this masterpiece 💗,1,0.9858883619308472
It' July 2023 let' see how many lovers are listening to this hit.,1,0.8160248398780823
Someone is trying to door camp me on rust so ' blastthis song into mic,0,0.9381962418556213
2023???,0,0.821864902973175
"Raise your hands who, listening this masterpiece in august 😂",1,0.5437098145484924
Who is hearing it at 2023 ❤🙋‍♀️🙋‍♀️,1,0.9973220229148865
Who' listening this masterpiece in august 2023 😊,1,0.9803478717803955
Wow bro your song heck yeah,1,0.9976181983947754
2010 until 2023 my best song ever,1,0.9952507615089417
Merry me 🌹😘😍🤗.,1,0.9977840185165405
😊😊,1,0.9961101412773132
can' literally stop playing this song now and when was young,0,0.8771543502807617
hahahha 2023 still hit ♥️,1,0.9970911145210266
🦋,0,0.9891295433044434
Ok so ’ve heard this song before and love it and never seen to music video pls don’ judge me but paused it for quick second and realized was Drake 1:15 hurry and pause it😂❤,1,0.9907379150390625
12 July 2023 😊,1,0.9878877997398376
Every generation wil loved this beautiful song ❣️,1,0.9971131682395935
Love this!😅🥰 1:41,1,0.9962399005889893
Justin Bieber fans like ❤❤,1,0.9964173436164856
love this song! don’ know why some people hate it.,1,0.9811360239982605
this is shit ❤,1,0.8366841673851013
"Its *july* 2023 now, still any one listening to this?",0,0.837436854839325
JUSTIN BIBA SIMPLESMENTE MELHOR,0,0.9887173175811768
💚,1,0.9947828650474548
July 12/2023❤,1,0.9962786436080933
Hay,1,0.7998833656311035
satisfying parts 1:37 until 1:40,1,0.997325599193573
"Friends the world will soon switch to digital coins, paper coins will be removed, you should buy physical gold immediately and buy ounces of gold, it will be very valuable be quick let everyone know,,,,,,,,,,",1,0.5837587118148804
Kpop,1,0.6803219318389893
"Now that i have gotten older these lyrics hit so different. Now understand the true meaning of them... Nostalgia ❤ ""My first love broke my heart for the first time and was like......""",1,0.96961909532547
this song is so great it gives me positive energy👍😀,1,0.9963921904563904
"Very Good, Is God 2023. No Speak Inglish Por Las Dudas jajaj",1,0.9974042177200317
How old is he,1,0.5927537679672241
love this song my 2 favourite is this one and gost and,1,0.9946509003639221
Fus,0,0.5258195996284485
🥵🥵😍💍😘 Baby Baby Baby,1,0.9984243512153625
"Its july, 2023 and scrolled through all jbs' songs to find this one this banger will gorever stay in our hearts if are here jst know are legend",1,0.9684199094772339
Justin Bieber is so cute,1,0.991497814655304
We grow up so much and frast,1,0.9166398048400879
Me😅,1,0.8105480670928955
Gosh the song is so cool,1,0.9952890276908875
Katherine Cajulao favorite song is Baby it' remind me thinking about Robin Torres it' part of me about all my whole life with her this song for her,1,0.9700689315795898
Am listening right now 🧏🧏🔥🔥🔥🔥,1,0.9952787756919861
How time passes 😔😔😔,0,0.9923322200775146
It is 2025 now and views 3B oh shit😢😢,0,0.99226313829422
If you are still listening to this in 2023 you are real bi*ch,0,0.9912084937095642
My favorite singer all over the world ❤,1,0.9977273941040039
Your songs are lit.❤❤❤❤❤,1,0.9979000091552734
born two months after this was released didn' believe this song is this many years old,0,0.7178915143013
still listening this song 🎧 really missing my old days 😔 when was kid usually listen this song 🎧 dmm badly missing my past 😭,0,0.9892973303794861
0:12,0,0.6588807106018066
This My Is Favorite.,1,0.9968883991241455
Just cool guys 🤭😜,1,0.988061249256134
Just came here to see his cute face🥰,0,0.9576604962348938
"know my INTENTIONS are pure, BABY. just want to STAY with you and love you forever. You are my PEACHES, and will never stop loving you. Please, LOVE YOURSELF as much as love you.""",1,0.9880985617637634
"Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",0,0.7452102303504944
Anyone in 2023 ?,0,0.6823539733886719
Is my favourite music,1,0.987126886844635
love this rich,1,0.9955476522445679
My birthday is on21july!❤,1,0.9934813380241394
"Ah, the nostalgia. The time when people roasted Justin Bieber everywhere except the fan girls lol",0,0.6840791702270508
always love his music 💕,1,0.997285783290863
😅🤨🧐,0,0.9726703763008118
It' July 2023 let' see how many legends are listening to this hit song,1,0.8850252032279968
"No matter how many times listen to this, never get bored. July 2023 who' still listening to this masterpiece?",1,0.97723788022995
POV-Still obsessed with this song and specially with Justin Bieber 😍.,1,0.9817359447479248
BALL CUT MAN IS BACK,1,0.8991284370422363
Justin you are truly everyone' idol/inspirational person in the world and always will be,1,0.9942838549613953
Bro sounds like girl literally 😂😅,1,0.5957064628601074
1:14 can' get past the fact drake is here 💀,1,0.5369037389755249
"Me as kid: this is soo good! : Me as teen: Ugh...cringe Me now as adult: miss this, take me back 😭",0,0.9591643214225769
was not born when this happened 😅😅,0,0.8222452998161316
Bro don’ even know because was born in 2015😅😅,0,0.683129072189331
Too bad we can no longer see the dislikes 😂,0,0.9700832962989807
Pov: you from jake' live,1,0.70559161901474
Certified Hood Classic,1,0.9335023164749146
"This is not baby by lil baby, dababy, and quality control",0,0.9742022752761841
better than his new music lmao,1,0.9349492788314819
<<3,1,0.9593247771263123
Me just noticing that Drake is in this video,1,0.5683358907699585
if jb re-records all of his old songs would go feral,0,0.9447470903396606
Awesome,1,0.9979432821273804
Let' see jully 11 how many people are listening with me 😅,0,0.6872629523277283
"You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine",1,0.59348464012146
Masterpiece song ❤,1,0.9972436428070068
Never gets old specially this song,1,0.9888586401939392
this song is beautiful.... it gets me though hard times/,1,0.993746817111969
Well that girl wouldn’ of rejected him now 😅,0,0.7117556929588318
Got boy from faf,1,0.8561066389083862
.. Justin miss you,0,0.8860260248184204
the good old days!!,1,0.986673891544342
Going through lot but you always come back to this to feel free,1,0.9795709252357483
Wait is that drake Has,0,0.5970416069030762
Me and my cousin!!,1,0.9334214925765991
"It' July and this song is till listed like what, also this song is fire like baby baby ohh like baby baby noo 🔥",0,0.9834046959877014
OOOOOAH $2,0,0.9741036891937256
🔙,0,0.9942454099655151
became 28 years old and still love this song,1,0.9932233095169067
Bruh,0,0.9748535752296448
Its June 2023 let us see who is listening,0,0.5727531313896179
Is that drake,0,0.6160975694656372
the way still watch this to this day,1,0.9716432690620422
Oh yeah,1,0.956848680973053
Let' see who is still listening to this masterpiece in 2023 🔥🔥🔥🔥,1,0.9939801692962646
I Am.legend july,1,0.9864597916603088
👍,1,0.9778944253921509
This was released when was 2 😂,0,0.9077295660972595
❤🎉 Love 💕 You🤩😍😅😭 place. Love 💕 You place placell🎉 what Is rough movie 🍿🍿🍿 and we knees and we can and we can talk,1,0.9961146712303162
"1:14 , is the leftmost guy drake?",0,0.6370663046836853
Who thinks that this song is still hitting after almost 14 years hats off to this man bro literally Justin Bieber song are legendary!!! 😭❤️,1,0.988658607006073
Who is just listening to this master piece song 2023 july,1,0.9811983704566956
WoooooooooooooooW🤨🤨🤨🤨,1,0.896512508392334
2010: teenage boy who makes music 2014: young adult still makes music 2023: married and still makes music to this day,1,0.7872826457023621
like this ❤🎉,1,0.9979984760284424
💜💜💜,1,0.9975531697273254
this song is if cringe lankybox songs and hip hop had baby,0,0.9890509247779846
Certified hood classic,1,0.9658862948417664
Creative from young age 😊❤❤,1,0.9979717135429382
That' true,1,0.9778925776481628
Wow 10 saal kii umar me pyar By The Way superb song love it 😍💕😍💞💕,1,0.9986861348152161
This song always reminds of my sister,1,0.9506958723068237
Can' believe this song was released 13 years ago when Justin Bieber and was 13 years old 😅. He used to be my childhood crush ❤,1,0.9214487075805664
0% medication. 0% insults. 0% fatigue. Only 100% happy people❤❤❤,1,0.9903247356414795
Its july 2023 let us see how many legend are still listening to this song,1,0.5096262097358704
"Today is July 10, 2023 and WE will see how many people around the globe still watching JB song...This Video been so much views like 3B plus? This Canadian born kid been quite now in YouTube and didn’ posted any videos for almost 7 months now..? wish he is alright and still healthy. GOD BLESS You Justine . 🙏😘😍🥰 Greetings from Alberta Canada 🇨🇦😘😍🥰",1,0.9901906251907349
Why rap in this love even though rapping is still good Singing is kind of better in love,0,0.8185271620750427
Teenager Justin was pretty good,1,0.9967380166053772
"This suddenly became more popular than disliked, even after 2016",1,0.8161889910697937
Lovely🫶🏻❤️,1,0.9985293745994568
🇹🇭🇹🇭🇹🇭,0,0.8209732174873352
Its 2023 still listening this ❤,1,0.9962270855903625
It has been 10 years have been hearing this and its just getting better,1,0.9966811537742615
Lovely song,1,0.9959028959274292
love year song,1,0.9860427379608154
It' July 2023 but iam still obsessed with this song 🥰,0,0.9109688401222229
You really haven' heard this song until you have heard it on headphones flying down mountain bike trail in New Zealand rainforest while tripping balls on LSD 😂,1,0.6669650077819824
It' july 2023 let' see how many legends are listening to this hit.,1,0.8560915589332581
Sabko Ram Ram guys 🚩,1,0.7737604975700378
Justin don' care if people hate you or not but just knew that love you 💗😌💗,1,0.9963183999061584
My mind is telling me that only listen this song,1,0.9219923615455627
